,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAIS - Divulgação: Novembro de 2022,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ano: 2021,,Brasil,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,UF,Município,Agropecuária,,,,Indústria,,,,Construção,,,,Comércio,,,,Serviços,5 - Comércio,,,Total,,,
,,,2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%),2020,2021,Vr Abs,Vr (%)
,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP,ATIBAIA,"1,626","1,601",-25,-1.54,"10,350","11,296",946,9.14,"1,220",944,-276,-22.62,"9,479","9,898",419,4.42,"17,005","18,480","1,475",8.67,"39,680","42,219","2,539",6.40
,SP,AURIFLAMA,177,155,-22,-12.43,613,726,113,18.43,113,140,27,23.89,730,763,33,4.52,791,840,49,6.19,"2,424","2,624",200,8.25
,SP,AVAI,355,472,117,32.96,118,7,-111,-94.07,0,5,5,#DIV/0!,157,139,-18,-11.46,581,506,-75,-12.91,"1,211","1,129",-82,-6.77
,SP,AVANHANDAVA,56,55,-1,-1.79,969,"1,071",102,10.53,10,18,8,80.00,273,270,-3,-1.10,496,498,2,0.40,"1,804","1,912",108,5.99
,SP,AVARE,"2,170","2,087",-83,-3.82,"4,655","4,657",2,0.04,434,456,22,5.07,"6,048","6,323",275,4.55,"8,343","8,278",-65,-0.78,"21,650","21,801",151,0.70
,SP,BADY BASSITT,80,99,19,23.75,689,755,66,9.58,730,823,93,12.74,830,946,116,13.98,"1,364","2,200",836,61.29,"3,693","4,823","1,130",30.60
,SP,BALBINOS,29,20,-9,-31.03,45,40,-5,-11.11,0,0,0,#DIV/0!,9,6,-3,-33.33,262,253,-9,-3.44,345,319,-26,-7.54
,SP,BALSAMO,86,109,23,26.74,497,587,90,18.11,157,891,734,467.52,280,297,17,6.07,591,560,-31,-5.25,"1,611","2,444",833,51.71
,SP,BANANAL,192,228,36,18.75,327,387,60,18.35,116,93,-23,-19.83,198,196,-2,-1.01,728,752,24,3.30,"1,561","1,656",95,6.09
,SP,BARAO DE ANTONINA,46,41,-5,-10.87,152,263,111,73.03,0,0,0,#DIV/0!,64,59,-5,-7.81,277,209,-68,-24.55,539,572,33,6.12
,SP,BARBOSA,64,63,-1,-1.56,94,177,83,88.30,8,25,17,212.50,62,67,5,8.06,373,481,108,28.95,601,813,212,35.27
,SP,BARIRI,811,709,-102,-12.58,"3,241","3,378",137,4.23,170,156,-14,-8.24,"1,942","2,038",96,4.94,"2,493","2,551",58,2.33,"8,657","8,832",175,2.02
,SP,BARRA BONITA,241,202,-39,-16.18,"4,747","4,667",-80,-1.69,160,169,9,5.63,"2,091","2,186",95,4.54,"3,782","3,983",201,5.31,"11,021","11,207",186,1.69
,SP,BARRA DO CHAPEU,420,460,40,9.52,7,10,3,42.86,4,6,2,50.00,35,48,13,37.14,218,234,16,7.34,684,758,74,10.82
,SP,BARRA DO TURVO,44,48,4,9.09,20,27,7,35.00,15,18,3,20.00,123,143,20,16.26,477,475,-2,-0.42,679,711,32,4.71
,SP,BARRETOS,"1,895","2,057",162,8.55,"6,475","6,660",185,2.86,"1,208","1,270",62,5.13,"6,921","7,226",305,4.41,"17,026","16,664",-362,-2.13,"33,525","33,877",352,1.05
,SP,BARRINHA,70,74,4,5.71,392,333,-59,-15.05,975,"1,261",286,29.33,"1,215","1,286",71,5.84,"1,516","1,686",170,11.21,"4,168","4,640",472,11.32
,SP,BARUERI,75,52,-23,-30.67,"30,114","25,200","-4,914",-16.32,"15,101","15,193",92,0.61,"42,903","46,659","3,756",8.75,"205,059","231,884","26,825",13.08,"293,252","318,988","25,736",8.78
,SP,BASTOS,"2,753","2,690",-63,-2.29,"1,273","1,322",49,3.85,67,56,-11,-16.42,"1,047","1,053",6,0.57,"1,820","1,749",-71,-3.90,"6,960","6,870",-90,-1.29
,SP,BATATAIS,735,730,-5,-0.68,"5,540","6,116",576,10.40,438,441,3,0.68,"3,463","3,657",194,5.60,"5,359","5,294",-65,-1.21,"15,535","16,238",703,4.53
,SP,BAURU,710,826,116,16.34,"14,048","14,555",507,3.61,"15,466","16,946","1,480",9.57,"27,514","28,717","1,203",4.37,"66,560","70,429","3,869",5.81,"124,298","131,473","7,175",5.77
,SP,BEBEDOURO,"6,116","7,256","1,140",18.64,"2,542","2,865",323,12.71,762,658,-104,-13.65,"7,333","7,403",70,0.95,"9,587","9,746",159,1.66,"26,340","27,928","1,588",6.03
,SP,BENTO DE ABREU,55,49,-6,-10.91,586,587,1,0.17,0,0,0,#DIV/0!,33,11,-22,-66.67,254,375,121,47.64,928,"1,022",94,10.13
,SP,BERNARDINO DE CAMPOS,254,296,42,16.54,"1,016","1,029",13,1.28,11,98,87,790.91,303,325,22,7.26,874,916,42,4.81,"2,458","2,664",206,8.38
,SP,BERTIOGA,17,27,10,58.82,173,227,54,31.21,479,577,98,20.46,"3,920","3,978",58,1.48,"8,797","9,346",549,6.24,"13,386","14,155",769,5.74
,SP,BILAC,60,62,2,3.33,472,491,19,4.03,12,4,-8,-66.67,413,424,11,2.66,532,572,40,7.52,"1,489","1,553",64,4.30
,SP,BIRIGUI,503,507,4,0.80,"11,171","12,077",906,8.11,485,663,178,36.70,"6,865","7,009",144,2.10,"9,830","9,609",-221,-2.25,"28,854","29,865","1,011",3.50
,SP,BIRITIBA-MIRIM,833,759,-74,-8.88,275,273,-2,-0.73,19,13,-6,-31.58,995,"1,038",43,4.32,"1,275","1,267",-8,-0.63,"3,397","3,350",-47,-1.38
,SP,BOA ESPERANCA DO SUL,936,"1,059",123,13.14,362,320,-42,-11.60,28,54,26,92.86,333,347,14,4.20,"1,015","1,070",55,5.42,"2,674","2,850",176,6.58
,SP,BOCAINA,203,239,36,17.73,"1,981","2,033",52,2.62,5,4,-1,-20.00,280,302,22,7.86,748,713,-35,-4.68,"3,217","3,291",74,2.30
,SP,BOFETE,787,604,-183,-23.25,182,172,-10,-5.49,6,9,3,50.00,225,270,45,20.00,974,"1,252",278,28.54,"2,174","2,307",133,6.12
,SP,BOITUVA,535,473,-62,-11.59,"10,411","10,781",370,3.55,599,513,-86,-14.36,"3,311","3,532",221,6.67,"5,819","5,988",169,2.90,"20,675","21,287",612,2.96
,SP,BOM JESUS DOS PERDOES,51,45,-6,-11.76,"2,938","3,227",289,9.84,31,55,24,77.42,910,"1,019",109,11.98,"1,535","1,554",19,1.24,"5,465","5,900",435,7.96
,SP,BOM SUCESSO DE ITARARE,127,84,-43,-33.86,71,75,4,5.63,4,8,4,100.00,70,95,25,35.71,262,318,56,21.37,534,580,46,8.61
,SP,BORA,25,21,-4,-16.00,705,733,28,3.97,0,0,0,#DIV/0!,8,7,-1,-12.50,150,134,-16,-10.67,888,895,7,0.79
,SP,BORACEIA,245,271,26,10.61,529,525,-4,-0.76,5,6,1,20.00,342,457,115,33.63,332,324,-8,-2.41,"1,453","1,583",130,8.95
,SP,BORBOREMA,302,279,-23,-7.62,683,748,65,9.52,16,16,0,0.00,754,819,65,8.62,"1,089","1,061",-28,-2.57,"2,844","2,923",79,2.78
,SP,BOREBI,350,263,-87,-24.86,111,103,-8,-7.21,0,0,0,#DIV/0!,36,28,-8,-22.22,206,216,10,4.85,703,610,-93,-13.23
,SP,BOTUCATU,"2,810","3,118",308,10.96,"9,857","9,650",-207,-2.10,"1,140","1,279",139,12.19,"8,082","8,069",-13,-0.16,"19,027","19,759",732,3.85,"40,916","41,875",959,2.34
,SP,BRAGANCA PAULISTA,"1,575","1,468",-107,-6.79,"12,124","12,463",339,2.80,"1,227","2,096",869,70.82,"10,091","10,374",283,2.80,"20,037","19,712",-325,-1.62,"45,054","46,113","1,059",2.35
,SP,BRAUNA,52,63,11,21.15,110,75,-35,-31.82,4,5,1,25.00,115,110,-5,-4.35,213,233,20,9.39,494,486,-8,-1.62
,SP,BREJO ALEGRE,184,161,-23,-12.50,3,2,-1,-33.33,11,3,-8,-72.73,26,43,17,65.38,221,216,-5,-2.26,445,425,-20,-4.49
,SP,BRODOWSKI,231,246,15,6.49,"1,088","1,131",43,3.95,427,483,56,13.11,"1,504","1,820",316,21.01,"2,040","2,119",79,3.87,"5,290","5,799",509,9.62
,SP,BROTAS,"1,324","1,439",115,8.69,"1,367","1,357",-10,-0.73,112,98,-14,-12.50,"1,324","1,380",56,4.23,"2,659","2,723",64,2.41,"6,786","6,997",211,3.11
,SP,BURI,"2,066","2,154",88,4.26,401,426,25,6.23,79,77,-2,-2.53,771,831,60,7.78,"1,558","1,373",-185,-11.87,"4,875","4,861",-14,-0.29
,SP,BURITAMA,121,123,2,1.65,"1,625",758,-867,-53.35,76,72,-4,-5.26,615,694,79,12.85,"1,182","1,241",59,4.99,"3,619","2,888",-731,-20.20
,SP,BURITIZAL,135,129,-6,-4.44,"1,105","1,067",-38,-3.44,12,1,-11,-91.67,97,49,-48,-49.48,306,287,-19,-6.21,"1,655","1,533",-122,-7.37
,SP,CABRALIA PAULISTA,308,348,40,12.99,170,214,44,25.88,8,3,-5,-62.50,112,135,23,20.54,272,267,-5,-1.84,870,967,97,11.15
,SP,CABREUVA,603,553,-50,-8.29,"7,228","8,033",805,11.14,129,191,62,48.06,"2,845","2,815",-30,-1.05,"4,120","4,410",290,7.04,"14,925","16,002","1,077",7.22
,SP,CACAPAVA,324,339,15,4.63,"8,259","7,904",-355,-4.30,933,"2,059","1,126",120.69,"4,311","4,258",-53,-1.23,"7,405","7,846",441,5.96,"21,232","22,406","1,174",5.53
,SP,CACHOEIRA PAULISTA,176,185,9,5.11,327,370,43,13.15,234,238,4,1.71,881,903,22,2.50,"3,293","3,350",57,1.73,"4,911","5,046",135,2.75
,SP,CACONDE,481,441,-40,-8.32,97,93,-4,-4.12,20,25,5,25.00,461,451,-10,-2.17,"1,011","1,107",96,9.50,"2,070","2,117",47,2.27
,SP,CAFELANDIA,436,453,17,3.90,"1,606","1,875",269,16.75,34,33,-1,-2.94,537,575,38,7.08,"1,121","1,154",33,2.94,"3,734","4,090",356,9.53
,SP,CAIABU,29,28,-1,-3.45,4,16,12,300.00,9,1,-8,-88.89,39,36,-3,-7.69,268,283,15,5.60,349,364,15,4.30
,SP,CAIEIRAS,48,35,-13,-27.08,"8,683","8,591",-92,-1.06,289,322,33,11.42,"3,958","3,997",39,0.99,"8,868","8,917",49,0.55,"21,846","21,862",16,0.07
,SP,CAIUA,139,138,-1,-0.72,3,3,0,0.00,3,3,0,0.00,38,41,3,7.89,358,340,-18,-5.03,541,525,-16,-2.96
,SP,CAJAMAR,24,23,-1,-4.17,"12,897","13,024",127,0.98,555,770,215,38.74,"8,712","9,701",989,11.35,"29,965","27,279","-2,686",-8.96,"52,153","50,797","-1,356",-2.60
,SP,CAJATI,830,831,1,0.12,"1,275","1,337",62,4.86,978,"1,014",36,3.68,864,955,91,10.53,"2,481","2,832",351,14.15,"6,428","6,969",541,8.42
,SP,CAJOBI,369,371,2,0.54,89,87,-2,-2.25,3,7,4,133.33,238,243,5,2.10,798,832,34,4.26,"1,497","1,540",43,2.87
,SP,CAJURU,623,544,-79,-12.68,"1,257","1,328",71,5.65,222,237,15,6.76,982,928,-54,-5.50,"1,940","2,319",379,19.54,"5,024","5,356",332,6.61
,SP,CAMPINA DO MONTE ALEGRE,196,186,-10,-5.10,118,117,-1,-0.85,2,1,-1,-50.00,121,116,-5,-4.13,306,334,28,9.15,743,754,11,1.48
,SP,CAMPINAS,"1,356","1,473",117,8.63,"42,550","44,745","2,195",5.16,"18,276","20,242","1,966",10.76,"84,118","86,039","1,921",2.28,"244,037","258,316","14,279",5.85,"390,337","410,815","20,478",5.25
,SP,CAMPO LIMPO PAULISTA,87,119,32,36.78,"4,575","4,906",331,7.23,132,146,14,10.61,"2,194","2,423",229,10.44,"4,990","4,935",-55,-1.10,"11,978","12,529",551,4.60
,SP,CAMPOS DO JORDAO,23,21,-2,-8.70,708,818,110,15.54,223,253,30,13.45,"2,738","2,930",192,7.01,"8,485","8,838",353,4.16,"12,177","12,860",683,5.61
,SP,CAMPOS NOVOS PAULISTA,210,285,75,35.71,96,99,3,3.13,11,14,3,27.27,120,108,-12,-10.00,298,319,21,7.05,735,825,90,12.24
,SP,CANANEIA,108,95,-13,-12.04,77,64,-13,-16.88,6,12,6,100.00,245,276,31,12.65,"1,049","1,183",134,12.77,"1,485","1,630",145,9.76
,SP,CANAS,21,22,1,4.76,265,326,61,23.02,19,76,57,300.00,169,210,41,24.26,430,463,33,7.67,904,"1,097",193,21.35
,SP,CANDIDO MOTA,333,372,39,11.71,"1,916","2,218",302,15.76,123,74,-49,-39.84,"1,626","1,754",128,7.87,"1,901","2,018",117,6.15,"5,899","6,436",537,9.10
,SP,CANDIDO RODRIGUES,170,138,-32,-18.82,319,166,-153,-47.96,0,0,0,#DIV/0!,92,106,14,15.22,272,250,-22,-8.09,853,660,-193,-22.63
,SP,CANITAR,14,17,3,21.43,148,147,-1,-0.68,8,10,2,25.00,35,38,3,8.57,280,317,37,13.21,485,529,44,9.07
,SP,CAPAO BONITO,"1,865","2,185",320,17.16,813,875,62,7.63,104,192,88,84.62,"2,174","2,206",32,1.47,"3,223","3,336",113,3.51,"8,179","8,794",615,7.52
,SP,CAPELA DO ALTO,"1,683","1,300",-383,-22.76,405,457,52,12.84,127,115,-12,-9.45,762,839,77,10.10,"1,000","1,189",189,18.90,"3,977","3,900",-77,-1.94
,SP,CAPIVARI,396,428,32,8.08,"6,087","6,586",499,8.20,243,222,-21,-8.64,"2,720","2,853",133,4.89,"5,158","5,060",-98,-1.90,"14,604","15,149",545,3.73
,SP,CARAGUATATUBA,113,110,-3,-2.65,846,887,41,4.85,"1,983","2,610",627,31.62,"8,358","8,593",235,2.81,"14,419","14,876",457,3.17,"25,719","27,076","1,357",5.28
,SP,CARAPICUIBA,9,66,57,633.33,"4,603","4,662",59,1.28,"1,750","2,016",266,15.20,"10,855","11,063",208,1.92,"16,958","16,900",-58,-0.34,"34,175","34,707",532,1.56
,SP,CARDOSO,320,330,10,3.13,65,72,7,10.77,23,11,-12,-52.17,261,283,22,8.43,718,734,16,2.23,"1,387","1,430",43,3.10
,SP,CASA BRANCA,"2,198","2,194",-4,-0.18,"1,028","1,024",-4,-0.39,59,75,16,27.12,"1,434","1,484",50,3.49,"2,080","2,042",-38,-1.83,"6,799","6,819",20,0.29
,SP,CASSIA DOS COQUEIROS,185,180,-5,-2.70,10,0,-10,-100.00,1,1,0,0.00,45,45,0,0.00,258,240,-18,-6.98,499,466,-33,-6.61
,SP,CASTILHO,217,251,34,15.67,"1,132","1,263",131,11.57,31,143,112,361.29,522,487,-35,-6.70,"1,162","1,185",23,1.98,"3,064","3,329",265,8.65
,SP,CATANDUVA,635,705,70,11.02,"9,168","9,267",99,1.08,"2,584","1,615",-969,-37.50,"9,075","9,298",223,2.46,"18,442","18,661",219,1.19,"39,904","39,546",-358,-0.90
,SP,CATIGUA,114,132,18,15.79,14,14,0,0.00,1,1,0,0.00,196,208,12,6.12,348,342,-6,-1.72,673,697,24,3.57
,SP,CEDRAL,125,137,12,9.60,943,"1,118",175,18.56,93,84,-9,-9.68,454,638,184,40.53,"3,078","3,052",-26,-0.84,"4,693","5,029",336,7.16
,SP,CERQUEIRA CESAR,899,935,36,4.00,"1,272","1,407",135,10.61,8,40,32,400.00,796,878,82,10.30,"1,684","1,599",-85,-5.05,"4,659","4,859",200,4.29
,SP,CERQUILHO,947,954,7,0.74,"5,864","6,446",582,9.92,312,289,-23,-7.37,"2,284","2,364",80,3.50,"3,262","3,397",135,4.14,"12,669","13,450",781,6.16
,SP,CESARIO LANGE,386,395,9,2.33,"1,119","1,192",73,6.52,33,34,1,3.03,706,837,131,18.56,"1,363","3,321","1,958",143.65,"3,607","5,779","2,172",60.22
,SP,CHARQUEADA,253,248,-5,-1.98,631,686,55,8.72,109,125,16,14.68,393,426,33,8.40,897,930,33,3.68,"2,283","2,415",132,5.78
,SP,CLEMENTINA,52,43,-9,-17.31,256,513,257,100.39,1,2,1,100.00,138,142,4,2.90,438,500,62,14.16,885,"1,200",315,35.59
,SP,COLINA,570,497,-73,-12.81,"2,506","2,633",127,5.07,58,84,26,44.83,583,610,27,4.63,"2,191","2,256",65,2.97,"5,908","6,080",172,2.91
,SP,COLOMBIA,"2,429","2,375",-54,-2.22,720,750,30,4.17,5,0,-5,-100.00,95,132,37,38.95,486,634,148,30.45,"3,735","3,891",156,4.18
,SP,CONCHAL,730,710,-20,-2.74,"2,259","2,233",-26,-1.15,54,92,38,70.37,"1,378","1,400",22,1.60,"1,649","1,656",7,0.42,"6,070","6,091",21,0.35
,SP,CONCHAS,396,384,-12,-3.03,716,672,-44,-6.15,21,36,15,71.43,591,555,-36,-6.09,"1,418","1,283",-135,-9.52,"3,142","2,930",-212,-6.75
,SP,CORDEIROPOLIS,291,299,8,2.75,"5,266","5,669",403,7.65,103,109,6,5.83,"1,686","1,751",65,3.86,"3,012","3,134",122,4.05,"10,358","10,962",604,5.83
,SP,COROADOS,144,137,-7,-4.86,440,410,-30,-6.82,25,22,-3,-12.00,158,160,2,1.27,305,307,2,0.66,"1,072","1,036",-36,-3.36
,SP,CORONEL MACEDO,164,176,12,7.32,204,239,35,17.16,127,60,-67,-52.76,53,50,-3,-5.66,311,294,-17,-5.47,859,819,-40,-4.66
,SP,CORUMBATAI,219,232,13,5.94,227,213,-14,-6.17,9,14,5,55.56,319,313,-6,-1.88,394,413,19,4.82,"1,168","1,185",17,1.46
,SP,COSMOPOLIS,76,70,-6,-7.89,"3,114","3,028",-86,-2.76,584,548,-36,-6.16,"1,813","1,950",137,7.56,"4,402","4,455",53,1.20,"9,989","10,051",62,0.62
,SP,COSMORAMA,175,168,-7,-4.00,"1,698","1,681",-17,-1.00,28,25,-3,-10.71,158,196,38,24.05,516,600,84,16.28,"2,575","2,670",95,3.69
,SP,COTIA,303,350,47,15.51,"19,666","21,640","1,974",10.04,"3,056","3,719",663,21.70,"17,713","18,863","1,150",6.49,"35,289","36,138",849,2.41,"76,027","80,710","4,683",6.16
,SP,CRAVINHOS,834,830,-4,-0.48,"4,333","4,955",622,14.35,76,71,-5,-6.58,"1,811","1,829",18,0.99,"2,573","2,948",375,14.57,"9,627","10,633","1,006",10.45
,SP,CRISTAIS PAULISTA,615,759,144,23.41,262,328,66,25.19,1,1,0,0.00,225,209,-16,-7.11,433,406,-27,-6.24,"1,536","1,703",167,10.87
,SP,CRUZALIA,65,70,5,7.69,30,30,0,0.00,11,29,18,163.64,65,76,11,16.92,205,212,7,3.41,376,417,41,10.90
,SP,CRUZEIRO,115,111,-4,-3.48,"7,332","8,082",750,10.23,408,485,77,18.87,"3,322","3,359",37,1.11,"6,162","6,324",162,2.63,"17,339","18,361","1,022",5.89
,SP,CUBATAO,11,4,-7,-63.64,"9,035","9,164",129,1.43,"2,202","1,783",-419,-19.03,"3,011","3,149",138,4.58,"12,999","13,668",669,5.15,"27,258","27,768",510,1.87
,SP,CUNHA,463,435,-28,-6.05,172,196,24,13.95,25,8,-17,-68.00,478,523,45,9.41,"1,064","1,115",51,4.79,"2,202","2,277",75,3.41
,SP,DESCALVADO,"1,298","1,255",-43,-3.31,"3,161","3,360",199,6.30,893,866,-27,-3.02,"1,706","1,803",97,5.69,"2,983","3,131",148,4.96,"10,041","10,415",374,3.72
,SP,DIADEMA,0,0,0,#DIV/0!,"37,158","38,793","1,635",4.40,"2,195","2,651",456,20.77,"17,873","19,049","1,176",6.58,"26,517","28,959","2,442",9.21,"83,743","89,452","5,709",6.82
,SP,DIRCE REIS,13,9,-4,-30.77,124,120,-4,-3.23,0,0,0,#DIV/0!,17,14,-3,-17.65,140,154,14,10.00,294,297,3,1.02
,SP,DIVINOLANDIA,175,145,-30,-17.14,104,118,14,13.46,18,28,10,55.56,656,708,52,7.93,"1,283","1,433",150,11.69,"2,236","2,432",196,8.77
,SP,DOBRADA,37,40,3,8.11,201,268,67,33.33,7,4,-3,-42.86,105,114,9,8.57,372,388,16,4.30,722,814,92,12.74
,SP,DOIS CORREGOS,512,598,86,16.80,"1,493","1,527",34,2.28,57,45,-12,-21.05,962,"1,009",47,4.89,"2,146","2,153",7,0.33,"5,170","5,332",162,3.13
,SP,DOLCINOPOLIS,17,16,-1,-5.88,44,69,25,56.82,0,2,2,#DIV/0!,19,22,3,15.79,177,180,3,1.69,257,289,32,12.45
,SP,DOURADO,324,377,53,16.36,"1,329","1,427",98,7.37,22,24,2,9.09,299,320,21,7.02,"1,035","1,129",94,9.08,"3,009","3,277",268,8.91
,SP,DRACENA,200,205,5,2.50,"1,440","1,428",-12,-0.83,859,358,-501,-58.32,"3,429","3,675",246,7.17,"6,672","6,599",-73,-1.09,"12,600","12,265",-335,-2.66
,SP,DUARTINA,233,213,-20,-8.58,377,436,59,15.65,149,107,-42,-28.19,471,509,38,8.07,964,887,-77,-7.99,"2,194","2,152",-42,-1.91
,SP,DUMONT,503,536,33,6.56,768,802,34,4.43,46,59,13,28.26,263,294,31,11.79,482,464,-18,-3.73,"2,062","2,155",93,4.51
,SP,ECHAPORA,215,192,-23,-10.70,79,91,12,15.19,10,20,10,100.00,202,200,-2,-0.99,371,471,100,26.95,877,974,97,11.06
,SP,ELDORADO,"1,042",977,-65,-6.24,102,112,10,9.80,9,10,1,11.11,241,224,-17,-7.05,826,815,-11,-1.33,"2,220","2,138",-82,-3.69
,SP,ELIAS FAUSTO,260,256,-4,-1.54,"3,368","3,567",199,5.91,297,73,-224,-75.42,548,536,-12,-2.19,"1,119","1,112",-7,-0.63,"5,592","5,544",-48,-0.86
,SP,ELISIARIO,151,156,5,3.31,20,36,16,80.00,7,0,-7,-100.00,64,65,1,1.56,296,236,-60,-20.27,538,493,-45,-8.36
,SP,EMBAUBA,32,34,2,6.25,49,55,6,12.24,0,0,0,#DIV/0!,25,42,17,68.00,210,220,10,4.76,316,351,35,11.08
,SP,EMBU DAS ARTES,34,34,0,0.00,"9,881","10,071",190,1.92,897,"1,259",362,40.36,"11,220","11,443",223,1.99,"21,058","21,626",568,2.70,"43,090","44,433","1,343",3.12
,SP,EMBU-GUACU,159,141,-18,-11.32,"2,870","3,054",184,6.41,207,71,-136,-65.70,"1,983","2,013",30,1.51,"2,935","2,790",-145,-4.94,"8,154","8,069",-85,-1.04
,SP,EMILIANOPOLIS,43,65,22,51.16,21,24,3,14.29,22,15,-7,-31.82,35,40,5,14.29,242,228,-14,-5.79,363,372,9,2.48
,SP,ENGENHEIRO COELHO,481,479,-2,-0.42,"1,223","1,321",98,8.01,10,54,44,440.00,647,619,-28,-4.33,"2,153","2,043",-110,-5.11,"4,514","4,516",2,0.04
,SP,ESPIRITO SANTO DO PINHAL,"1,114","1,179",65,5.83,"5,421","5,552",131,2.42,230,277,47,20.43,"2,014","2,004",-10,-0.50,"3,486","3,645",159,4.56,"12,265","12,657",392,3.20
,SP,ESPIRITO SANTO DO TURVO,230,234,4,1.74,2,5,3,150.00,0,1,1,#DIV/0!,82,73,-9,-10.98,268,271,3,1.12,582,584,2,0.34
,SP,ESTRELA D OESTE,198,249,51,25.76,"2,163","2,129",-34,-1.57,20,20,0,0.00,295,318,23,7.80,763,878,115,15.07,"3,439","3,594",155,4.51
,SP,ESTRELA DO NORTE,47,41,-6,-12.77,5,4,-1,-20.00,2,3,1,50.00,28,28,0,0.00,253,277,24,9.49,335,353,18,5.37
,SP,EUCLIDES DA CUNHA PAULISTA,125,96,-29,-23.20,7,27,20,285.71,1,3,2,200.00,104,116,12,11.54,456,463,7,1.54,693,705,12,1.73
,SP,FARTURA,469,446,-23,-4.90,"1,378","1,320",-58,-4.21,37,36,-1,-2.70,575,605,30,5.22,"1,302","1,403",101,7.76,"3,761","3,810",49,1.30
,SP,FERNANDOPOLIS,572,524,-48,-8.39,"3,091","2,851",-240,-7.76,835,757,-78,-9.34,"4,920","5,366",446,9.07,"7,004","6,915",-89,-1.27,"16,422","16,413",-9,-0.05
,SP,FERNANDO PRESTES,250,257,7,2.80,323,387,64,19.81,17,10,-7,-41.18,282,283,1,0.35,546,587,41,7.51,"1,418","1,524",106,7.48
,SP,FERNAO,101,96,-5,-4.95,30,30,0,0.00,0,0,0,#DIV/0!,45,46,1,2.22,165,160,-5,-3.03,341,332,-9,-2.64
,SP,FERRAZ DE VASCONCELOS,7,6,-1,-14.29,"9,180","9,208",28,0.31,315,447,132,41.90,"4,552","4,890",338,7.43,"5,457","5,536",79,1.45,"19,511","20,087",576,2.95
,SP,FLORA RICA,47,48,1,2.13,1,1,0,0.00,0,0,0,#DIV/0!,11,8,-3,-27.27,174,194,20,11.49,233,251,18,7.73
,SP,FLOREAL,34,35,1,2.94,86,94,8,9.30,17,16,-1,-5.88,78,70,-8,-10.26,220,219,-1,-0.45,435,434,-1,-0.23
,SP,FLORIDA PAULISTA,178,218,40,22.47,220,233,13,5.91,37,13,-24,-64.86,318,334,16,5.03,586,626,40,6.83,"1,339","1,424",85,6.35
,SP,FLORINIA,138,122,-16,-11.59,1,1,0,0.00,0,0,0,#DIV/0!,67,77,10,14.93,268,268,0,0.00,474,468,-6,-1.27
,SP,FRANCA,"1,110","1,057",-53,-4.77,"19,559","24,271","4,712",24.09,"2,582","3,069",487,18.86,"25,238","26,369","1,131",4.48,"31,989","33,160","1,171",3.66,"80,478","87,926","7,448",9.25
,SP,FRANCISCO MORATO,1,0,-1,-100.00,202,259,57,28.22,306,408,102,33.33,"2,987","2,962",-25,-0.84,"6,322","6,334",12,0.19,"9,818","9,963",145,1.48
,SP,FRANCO DA ROCHA,30,47,17,56.67,"3,786","3,739",-47,-1.24,482,442,-40,-8.30,"4,688","4,617",-71,-1.51,"8,358","8,258",-100,-1.20,"17,344","17,103",-241,-1.39
,SP,GABRIEL MONTEIRO,103,119,16,15.53,413,444,31,7.51,7,0,-7,-100.00,113,114,1,0.88,291,271,-20,-6.87,927,948,21,2.27
,SP,GALIA,318,285,-33,-10.38,377,392,15,3.98,18,26,8,44.44,148,169,21,14.19,526,451,-75,-14.26,"1,387","1,323",-64,-4.61
,SP,GARCA,"1,179","1,134",-45,-3.82,"2,749","2,710",-39,-1.42,238,248,10,4.20,"2,298","2,483",185,8.05,"3,870","5,923","2,053",53.05,"10,334","12,498","2,164",20.94
,SP,GASTAO VIDIGAL,99,48,-51,-51.52,4,3,-1,-25.00,39,16,-23,-58.97,78,69,-9,-11.54,198,176,-22,-11.11,418,312,-106,-25.36
,SP,GAVIAO PEIXOTO,741,809,68,9.18,"2,557","2,155",-402,-15.72,0,2,2,#DIV/0!,74,72,-2,-2.70,401,532,131,32.67,"3,773","3,570",-203,-5.38
,SP,GENERAL SALGADO,318,305,-13,-4.09,154,69,-85,-55.19,16,17,1,6.25,307,339,32,10.42,680,688,8,1.18,"1,475","1,418",-57,-3.86
,SP,GETULINA,511,686,175,34.25,29,26,-3,-10.34,7,5,-2,-28.57,139,140,1,0.72,478,471,-7,-1.46,"1,164","1,328",164,14.09
,SP,GLICERIO,205,194,-11,-5.37,249,205,-44,-17.67,2,1,-1,-50.00,50,52,2,4.00,341,338,-3,-0.88,847,790,-57,-6.73
