Curso,Estado,NumIngressantes,MediaSalarial
DIREITO,Acre,1439,3603.15
MEDICINA,Acre,326,3603.15
ADMINISTRAÇÃO,Acre,311,3603.15
ENFERMAGEM,Acre,311,3603.15
CIÊNCIAS BIOLÓGICAS,Acre,254,3603.15
ENGENHARIA CIVIL,Acre,251,3603.15
CIÊNCIAS CONTÁBEIS,Acre,231,3603.15
EDUCAÇÃO FÍSICA,Acre,216,3603.15
PEDAGOGIA,Acre,203,3603.15
HISTÓRIA,Acre,172,3603.15
PSICOLOGIA,Acre,171,3603.15
SISTEMAS DE INFORMAÇÃO,Acre,149,3603.15
MATEMÁTICA,Acre,137,3603.15
FÍSICA,Acre,130,3603.15
ENGENHARIA FLORESTAL,Acre,121,3603.15
NUTRIÇÃO,Acre,115,3603.15
LETRAS - INGLÊS,Acre,115,3603.15
PROCESSOS ESCOLARES,Acre,113,3603.15
LETRAS - LÍNGUA PORTUGUESA,Acre,111,3603.15
ODONTOLOGIA,Acre,110,3603.15
ENGENHARIA AGRONÔMICA,Acre,109,3603.15
GEOGRAFIA,Acre,105,3603.15
LETRAS - ESPANHOL,Acre,102,3603.15
ENGENHARIA ELÉTRICA,Acre,90,3603.15
ARQUITETURA E URBANISMO,Acre,88,3603.15
FARMÁCIA,Acre,86,3603.15
QUÍMICA,Acre,78,3603.15
FILOSOFIA,Acre,65,3603.15
JORNALISMO,Acre,63,3603.15
CIÊNCIAS ECONÔMICAS,Acre,62,3603.15
SERVIÇOS JURÍDICOS,Acre,60,3603.15
BIOMEDICINA,Acre,59,3603.15
FISIOTERAPIA,Acre,59,3603.15
MEDICINA VETERINÁRIA,Acre,58,3603.15
LETRAS - LIBRAS,Acre,54,3603.15
SAÚDE COLETIVA,Acre,51,3603.15
LETRAS - FRANCÊS,Acre,50,3603.15
ESTÉTICA E COSMÉTICA,Acre,43,3603.15
SISTEMAS PARA INTERNET,Acre,41,3603.15
AGROECOLOGIA,Acre,40,3603.15
GESTÃO DO AGRONEGÓCIO,Acre,40,3603.15
ZOOTECNIA,Acre,39,3603.15
ENGENHARIA MECÂNICA,Acre,37,3603.15
CIÊNCIAS SOCIAIS,Acre,37,3603.15
RADIOLOGIA,Acre,36,3603.15
LOGÍSTICA,Acre,34,3603.15
GESTÃO PÚBLICA,Acre,33,3603.15
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Acre,31,3603.15
AGROINDÚSTRIA,Acre,29,3603.15
FONOAUDIOLOGIA,Acre,27,3603.15
GESTÃO DE RECURSOS HUMANOS,Acre,27,3603.15
GESTÃO AMBIENTAL,Acre,26,3603.15
TEATRO,Acre,22,3603.15
REDES DE COMPUTADORES,Acre,11,3603.15
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Acre,10,3603.15
MÚSICA,Acre,10,3603.15
SERVIÇO SOCIAL,Acre,7,3603.15
GASTRONOMIA,Acre,7,3603.15
TEOLOGIA,Acre,7,3603.15
DIREITO,Alagoas,3631,3053.41
ENFERMAGEM,Alagoas,1755,3053.41
PSICOLOGIA,Alagoas,1295,3053.41
PEDAGOGIA,Alagoas,1175,3053.41
ADMINISTRAÇÃO,Alagoas,1075,3053.41
EDUCAÇÃO FÍSICA,Alagoas,1033,3053.41
FISIOTERAPIA,Alagoas,955,3053.41
CIÊNCIAS CONTÁBEIS,Alagoas,931,3053.41
ENGENHARIA CIVIL,Alagoas,887,3053.41
NUTRIÇÃO,Alagoas,670,3053.41
MEDICINA,Alagoas,606,3053.41
ODONTOLOGIA,Alagoas,561,3053.41
FARMÁCIA,Alagoas,468,3053.41
CIÊNCIAS BIOLÓGICAS,Alagoas,461,3053.41
GEOGRAFIA,Alagoas,354,3053.41
ARQUITETURA E URBANISMO,Alagoas,353,3053.41
QUÍMICA,Alagoas,334,3053.41
SERVIÇO SOCIAL,Alagoas,326,3053.41
MATEMÁTICA,Alagoas,318,3053.41
GESTÃO DE RECURSOS HUMANOS,Alagoas,289,3053.41
LETRAS - PORTUGUÊS,Alagoas,278,3053.41
GASTRONOMIA,Alagoas,278,3053.41
MEDICINA VETERINÁRIA,Alagoas,277,3053.41
FÍSICA,Alagoas,255,3053.41
SISTEMAS DE INFORMAÇÃO,Alagoas,254,3053.41
HISTÓRIA,Alagoas,238,3053.41
ENGENHARIA ELÉTRICA,Alagoas,206,3053.41
CIÊNCIA DA COMPUTAÇÃO,Alagoas,204,3053.41
BIOMEDICINA,Alagoas,197,3053.41
ZOOTECNIA,Alagoas,155,3053.41
CIÊNCIAS ECONÔMICAS,Alagoas,153,3053.41
JORNALISMO,Alagoas,151,3053.41
ENGENHARIA DE PRODUÇÃO,Alagoas,146,3053.41
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Alagoas,144,3053.41
AGRONOMIA,Alagoas,141,3053.41
LETRAS - INGLÊS,Alagoas,133,3053.41
ENGENHARIA MECÂNICA,Alagoas,131,3053.41
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Alagoas,109,3053.41
CIÊNCIAS SOCIAIS,Alagoas,104,3053.41
ENGENHARIA DE COMPUTAÇÃO,Alagoas,103,3053.41
ENGENHARIA QUÍMICA,Alagoas,94,3053.41
LETRAS - LÍNGUA PORTUGUESA,Alagoas,91,3053.41
HOTELARIA,Alagoas,89,3053.41
GESTÃO DE TURISMO,Alagoas,88,3053.41
LOGÍSTICA,Alagoas,87,3053.41
RELAÇÕES PÚBLICAS,Alagoas,81,3053.41
ADMINISTRAÇÃO PÚBLICA,Alagoas,80,3053.41
DESIGN DE INTERIORES,Alagoas,78,3053.41
GESTÃO AMBIENTAL,Alagoas,72,3053.41
FILOSOFIA,Alagoas,64,3053.41
DESIGN,Alagoas,62,3053.41
RADIOLOGIA,Alagoas,61,3053.41
METEOROLOGIA,Alagoas,59,3053.41
ESTÉTICA E COSMÉTICA,Alagoas,59,3053.41
ENGENHARIA DE ENERGIA,Alagoas,55,3053.41
ALIMENTOS,Alagoas,53,3053.41
SISTEMAS PARA INTERNET,Alagoas,52,3053.41
QUÍMICA TECNOLÓGICA E INDUSTRIAL,Alagoas,50,3053.41
BIBLIOTECONOMIA,Alagoas,50,3053.41
ENGENHARIA DE PESCA,Alagoas,49,3053.41
ENGENHARIA FLORESTAL,Alagoas,49,3053.41
AGROECOLOGIA,Alagoas,49,3053.41
ENGENHARIA AMBIENTAL E SANITÁRIA,Alagoas,49,3053.41
ENGENHARIA AGRONÔMICA,Alagoas,47,3053.41
DESIGN GRÁFICO,Alagoas,47,3053.41
ENGENHARIA MECATRÔNICA,Alagoas,47,3053.41
ENGENHARIA DE PETRÓLEO,Alagoas,46,3053.41
MARKETING,Alagoas,46,3053.41
LETRAS - ESPANHOL,Alagoas,44,3053.41
COMUNICAÇÃO SOCIAL,Alagoas,44,3053.41
TEATRO,Alagoas,41,3053.41
TERAPIA OCUPACIONAL,Alagoas,37,3053.41
DANÇA,Alagoas,36,3053.41
LETRAS - PORTUGUÊS E ESPANHOL,Alagoas,35,3053.41
SEGURANÇA NO TRABALHO,Alagoas,35,3053.41
TURISMO,Alagoas,30,3053.41
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,Alagoas,30,3053.41
LATICÍNIOS,Alagoas,30,3053.41
LETRAS - LIBRAS,Alagoas,29,3053.41
FONOAUDIOLOGIA,Alagoas,29,3053.41
REDES DE COMPUTADORES,Alagoas,29,3053.41
MÚSICA,Alagoas,21,3053.41
LETRAS - FRANCÊS,Alagoas,20,3053.41
LÍNGUA PORTUGUESA E RESPECTIVAS LITERATURAS,Alagoas,19,3053.41
"INTERCULTURAL INDÍGENA EM LÍNGUAS, ARTES E LITERATURA",Alagoas,19,3053.41
GESTÃO FINANCEIRA,Alagoas,12,3053.41
LETRAS - PORTUGUÊS E FRANCÊS,Alagoas,9,3053.41
INTERCULTURAL INDÍGENA EM MATEMÁTICA E CIÊNCIAS NATURAIS,Alagoas,8,3053.41
COMUNICAÇÃO EM MÍDIAS DIGITAIS,Alagoas,8,3053.41
INTERCULTURAL INDÍGENA EM PEDAGOGIA,Alagoas,7,3053.41
INTERCULTURAL INDÍGENA EM CIÊNCIAS SOCIAIS,Alagoas,4,3053.41
SISTEMA DE INFORMAÇÃO,Alagoas,4,3053.41
ENGENHARIA AMBIENTAL,Alagoas,4,3053.41
DIREITO,Amapá,1536,4917.28
PEDAGOGIA,Amapá,759,4917.28
ENFERMAGEM,Amapá,745,4917.28
ADMINISTRAÇÃO,Amapá,539,4917.28
PSICOLOGIA,Amapá,355,4917.28
GESTÃO DE RECURSOS HUMANOS,Amapá,352,4917.28
FISIOTERAPIA,Amapá,334,4917.28
ENGENHARIA CIVIL,Amapá,265,4917.28
EDUCAÇÃO FÍSICA,Amapá,262,4917.28
ODONTOLOGIA,Amapá,236,4917.28
FARMÁCIA,Amapá,230,4917.28
REDES DE COMPUTADORES,Amapá,219,4917.28
CIÊNCIAS CONTÁBEIS,Amapá,215,4917.28
BIOMEDICINA,Amapá,215,4917.28
ARQUITETURA E URBANISMO,Amapá,162,4917.28
LETRAS - PORTUGUÊS E INGLÊS,Amapá,148,4917.28
CIÊNCIAS BIOLÓGICAS,Amapá,137,4917.28
RADIOLOGIA,Amapá,137,4917.28
ENGENHARIA ELÉTRICA,Amapá,124,4917.28
MATEMÁTICA,Amapá,116,4917.28
QUÍMICA,Amapá,116,4917.28
FÍSICA,Amapá,88,4917.28
CIÊNCIA DA COMPUTAÇÃO,Amapá,76,4917.28
NUTRIÇÃO,Amapá,75,4917.28
LETRAS - PORTUGUÊS E FRANCÊS,Amapá,68,4917.28
GEOGRAFIA,Amapá,68,4917.28
LETRAS,Amapá,66,4917.28
INFORMÁTICA,Amapá,65,4917.28
MÚSICA,Amapá,64,4917.28
ENGENHARIA AMBIENTAL,Amapá,57,4917.28
ENGENHARIA MECÂNICA,Amapá,56,4917.28
ENGENHARIA DE PRODUÇÃO,Amapá,55,4917.28
CONSTRUÇÃO DE EDIFÍCIOS,Amapá,54,4917.28
TEOLOGIA,Amapá,52,4917.28
HISTÓRIA,Amapá,51,4917.28
ALIMENTOS,Amapá,51,4917.28
GESTÃO AMBIENTAL,Amapá,49,4917.28
ENGENHARIA FLORESTAL,Amapá,47,4917.28
JORNALISMO,Amapá,47,4917.28
TEATRO,Amapá,46,4917.28
MINERAÇÃO,Amapá,44,4917.28
ENGENHARIA DE PESCA,Amapá,43,4917.28
COMÉRCIO EXTERIOR,Amapá,41,4917.28
FILOSOFIA,Amapá,40,4917.28
CIÊNCIAS AMBIENTAIS,Amapá,40,4917.28
MEDICINA,Amapá,40,4917.28
EDUCAÇÃO DO CAMPO - CIÊNCIAS AGRÁRIAS E BIOLOGIA,Amapá,39,4917.28
LETRAS - LÍNGUA PORTUGUESA,Amapá,38,4917.28
SECRETARIADO,Amapá,38,4917.28
ENGENHARIA AGRONÔMICA,Amapá,38,4917.28
LETRAS - PORTUGUÊS,Amapá,34,4917.28
ENGENHARIA QUÍMICA,Amapá,34,4917.28
RELAÇÕES INTERNACIONAIS,Amapá,32,4917.28
ARTES VISUAIS,Amapá,32,4917.28
MÚSICA - MÚSICA POPULAR BRASILEIRA,Amapá,31,4917.28
LICENCIATURA INTERCULTURAL INDÍGENA,Amapá,29,4917.28
CIÊNCIAS NATURAIS,Amapá,27,4917.28
SISTEMAS PARA INTERNET,Amapá,27,4917.28
LETRAS - PORTUGUÊS E ESPANHOL,Amapá,25,4917.28
DESIGN,Amapá,24,4917.28
ENGENHARIA DE COMPUTAÇÃO,Amapá,23,4917.28
JOGOS DIGITAIS,Amapá,23,4917.28
LETRAS - LIBRAS - PORTUGUÊS,Amapá,22,4917.28
SOCIOLOGIA,Amapá,22,4917.28
CIÊNCIAS SOCIAIS,Amapá,21,4917.28
FORMAÇÃO PEDAGÓGICA DE DOCENTES PARA A EDUCAÇÃO BÁSICA E PROFISSIONAL.,Amapá,12,4917.28
PUBLICIDADE E PROPAGANDA,Amapá,7,4917.28
LOGÍSTICA,Amapá,4,4917.28
DIREITO,Amazonas,13736,3687.11
ADMINISTRAÇÃO,Amazonas,8811,3687.11
ENFERMAGEM,Amazonas,8189,3687.11
PSICOLOGIA,Amazonas,7920,3687.11
EDUCAÇÃO FÍSICA,Amazonas,6223,3687.11
PEDAGOGIA,Amazonas,5712,3687.11
FISIOTERAPIA,Amazonas,5396,3687.11
CIÊNCIAS CONTÁBEIS,Amazonas,5159,3687.11
BIOMEDICINA,Amazonas,4691,3687.11
FARMÁCIA,Amazonas,4505,3687.11
GESTÃO DE RECURSOS HUMANOS,Amazonas,4358,3687.11
NUTRIÇÃO,Amazonas,4099,3687.11
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Amazonas,3932,3687.11
ENGENHARIA CIVIL,Amazonas,3835,3687.11
CIÊNCIA DA COMPUTAÇÃO,Amazonas,3611,3687.11
ENGENHARIA MECÂNICA,Amazonas,3364,3687.11
ARQUITETURA E URBANISMO,Amazonas,3218,3687.11
ESTÉTICA E COSMÉTICA,Amazonas,3120,3687.11
LOGÍSTICA,Amazonas,3056,3687.11
CIÊNCIAS BIOLÓGICAS,Amazonas,2305,3687.11
DESIGN GRÁFICO,Amazonas,2289,3687.11
MARKETING,Amazonas,1714,3687.11
ODONTOLOGIA,Amazonas,1475,3687.11
GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Amazonas,1429,3687.11
ENGENHARIA ELÉTRICA,Amazonas,1411,3687.11
CIÊNCIAS ECONÔMICAS,Amazonas,1383,3687.11
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Amazonas,1336,3687.11
GESTÃO FINANCEIRA,Amazonas,1308,3687.11
RADIOLOGIA,Amazonas,1235,3687.11
SISTEMAS DE INFORMAÇÃO,Amazonas,1130,3687.11
PROPAGANDA E MARKETING,Amazonas,1124,3687.11
JORNALISMO,Amazonas,1116,3687.11
COMÉRCIO EXTERIOR,Amazonas,922,3687.11
MEDICINA VETERINÁRIA,Amazonas,865,3687.11
ENGENHARIA DE PRODUÇÃO MECÂNICA,Amazonas,823,3687.11
MATEMÁTICA,Amazonas,808,3687.11
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Amazonas,785,3687.11
SERVIÇO SOCIAL,Amazonas,761,3687.11
DESIGN DE INTERIORES,Amazonas,740,3687.11
GESTÃO DA QUALIDADE,Amazonas,699,3687.11
LETRAS - INGLÊS,Amazonas,661,3687.11
MEDICINA,Amazonas,635,3687.11
ENGENHARIA DE PRODUÇÃO,Amazonas,630,3687.11
RELAÇÕES INTERNACIONAIS,Amazonas,626,3687.11
AUTOMAÇÃO INDUSTRIAL,Amazonas,592,3687.11
PROCESSOS GERENCIAIS,Amazonas,584,3687.11
PUBLICIDADE E PROPAGANDA,Amazonas,528,3687.11
ENGENHARIA DE COMPUTAÇÃO,Amazonas,501,3687.11
TURISMO,Amazonas,478,3687.11
PRODUÇÃO AUDIOVISUAL,Amazonas,421,3687.11
DESIGN DE MODA,Amazonas,403,3687.11
FOTOGRAFIA,Amazonas,397,3687.11
GASTRONOMIA,Amazonas,367,3687.11
GESTÃO COMERCIAL,Amazonas,360,3687.11
GEOGRAFIA,Amazonas,357,3687.11
REDES DE COMPUTADORES,Amazonas,344,3687.11
LETRAS - LÍNGUA PORTUGUESA,Amazonas,319,3687.11
HISTÓRIA,Amazonas,306,3687.11
QUÍMICA,Amazonas,237,3687.11
SERVIÇOS JUDICIAIS,Amazonas,230,3687.11
FÍSICA,Amazonas,224,3687.11
LETRAS,Amazonas,186,3687.11
COMUNICAÇÃO SOCIAL - JORNALISMO,Amazonas,180,3687.11
ENGENHARIA DE SOFTWARE,Amazonas,170,3687.11
CIÊNCIAS - QUÍMICA E BIOLOGIA,Amazonas,163,3687.11
FONOAUDIOLOGIA,Amazonas,160,3687.11
ENGENHARIA QUÍMICA,Amazonas,159,3687.11
SEGURANÇA NO TRABALHO,Amazonas,158,3687.11
SEGURANÇA PRIVADA,Amazonas,146,3687.11
ENGENHARIA ELETRÔNICA,Amazonas,141,3687.11
AGRONOMIA,Amazonas,134,3687.11
LETRAS - PORTUGUÊS E INGLÊS,Amazonas,133,3687.11
LETRAS - LÍNGUA E LITERATURA PORTUGUESA,Amazonas,131,3687.11
JOGOS DIGITAIS,Amazonas,116,3687.11
DESIGN,Amazonas,102,3687.11
DANÇA,Amazonas,100,3687.11
ENGENHARIA FLORESTAL,Amazonas,98,3687.11
MÚSICA,Amazonas,95,3687.11
FILOSOFIA,Amazonas,93,3687.11
INFORMÁTICA,Amazonas,93,3687.11
ENGENHARIA DE MATERIAIS,Amazonas,92,3687.11
CIÊNCIAS - MATEMÁTICA E FÍSICA,Amazonas,90,3687.11
LETRAS - TRADUTOR E INTÉRPRETE,Amazonas,82,3687.11
ZOOTECNIA,Amazonas,82,3687.11
CIÊNCIAS NATURAIS,Amazonas,81,3687.11
SECRETARIADO EXECUTIVO - BILÍNGUE,Amazonas,78,3687.11
ARTES VISUAIS,Amazonas,78,3687.11
BIOTECNOLOGIA,Amazonas,71,3687.11
GESTÃO PORTUÁRIA,Amazonas,67,3687.11
CIÊNCIAS SOCIAIS,Amazonas,64,3687.11
AGROECOLOGIA,Amazonas,63,3687.11
CIÊNCIAS TEOLÓGICAS,Amazonas,63,3687.11
LETRAS - PORTUGUÊS,Amazonas,63,3687.11
ENGENHARIA AMBIENTAL,Amazonas,61,3687.11
ENGENHARIA DA COMPUTAÇÃO,Amazonas,60,3687.11
ALIMENTOS,Amazonas,58,3687.11
BIBLIOTECONOMIA,Amazonas,56,3687.11
LETRAS - LÍNGUA E LITERATURA INGLESA,Amazonas,53,3687.11
ENGENHARIA DE PETRÓLEO E GÁS,Amazonas,52,3687.11
ESTATÍSTICA,Amazonas,52,3687.11
LETRAS - LÍNGUA E LITERATURA PORTUGUESA E LÍNGUA E LITERATURA ESPANHOLA,Amazonas,50,3687.11
ENGENHARIA DE ALIMENTOS,Amazonas,49,3687.11
ARQUIVOLOGIA,Amazonas,47,3687.11
ENGENHARIA DE PESCA,Amazonas,47,3687.11
GESTÃO DE PRODUÇÃO INDUSTRIAL,Amazonas,47,3687.11
GESTÃO DE SEGURANÇA PRIVADA,Amazonas,43,3687.11
ENGENHARIA AMBIENTAL E ENERGIAS RENOVÁVEIS,Amazonas,43,3687.11
METEOROLOGIA,Amazonas,42,3687.11
ENGENHARIA NAVAL,Amazonas,40,3687.11
GEOLOGIA,Amazonas,39,3687.11
TEATRO,Amazonas,39,3687.11
ENGENHARIA AMBIENTAL E SANITÁRIA,Amazonas,37,3687.11
LETRAS - LÍNGUA E LITERATURA PORTUGUESA E LÍNGUA E LITERATURA INGLESA,Amazonas,37,3687.11
PRODUÇÃO PUBLICITÁRIA,Amazonas,36,3687.11
RELAÇÕES PÚBLICAS,Amazonas,36,3687.11
CIÊNCIAS AGRÁRIAS E DO AMBIENTE,Amazonas,36,3687.11
LETRAS - LÍNGUA E LITERATURA JAPONESA,Amazonas,32,3687.11
PROCESSOS QUÍMICOS,Amazonas,31,3687.11
LETRAS - LIBRAS,Amazonas,31,3687.11
ENGENHARIA DE AQUICULTURA,Amazonas,30,3687.11
EDUCAÇÃO FÍSICA - PROMOÇÃO EM SAÚDE E LAZER,Amazonas,30,3687.11
EDUCAÇÃO FÍSICA - TREINAMENTO ESPORTIVO,Amazonas,30,3687.11
LETRAS - LÍNGUA E LITERATURA ESPANHOLA,Amazonas,30,3687.11
ENGENHARIA AERONÁUTICA,Amazonas,29,3687.11
MATEMÁTICA PURA E APLICADA,Amazonas,29,3687.11
ANTROPOLOGIA,Amazonas,29,3687.11
ENGENHARIA ELÉTRICA - ELETRÔNICA,Amazonas,25,3687.11
LETRAS - LÍNGUA E LITERATURA FRANCESA,Amazonas,24,3687.11
ENGENHARIA ELÉTRICA - ELETROTÉCNICA,Amazonas,23,3687.11
QUÍMICA INDUSTRIAL,Amazonas,22,3687.11
ORGANIZAÇÃO DE SERVIÇOS JUDICIÁRIOS,Amazonas,21,3687.11
ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,Amazonas,20,3687.11
SECRETARIADO EXECUTIVO,Amazonas,18,3687.11
ENGENHARIA DE PETRÓLEO,Amazonas,18,3687.11
TERAPIA OCUPACIONAL,Amazonas,16,3687.11
LICENCIATURA INTERCULTURAL INDÍGENA,Amazonas,15,3687.11
MÚSICA - EDUCAÇÃO MUSICAL,Amazonas,10,3687.11
SISTEMAS DE TELECOMUNICAÇÕES,Amazonas,9,3687.11
MECATRÔNICA INDUSTRIAL,Amazonas,7,3687.11
DESENHO INDUSTRIAL,Amazonas,5,3687.11
ENGENHARIA DE BIOPROCESSOS,Amazonas,5,3687.11
ELETRÔNICA INDUSTRIAL,Amazonas,5,3687.11
SEGURANÇA NO TRÂNSITO,Amazonas,4,3687.11
DIREITO,Bahia,15595,3151.03
ADMINISTRAÇÃO,Bahia,6230,3151.03
ENFERMAGEM,Bahia,5987,3151.03
PSICOLOGIA,Bahia,5103,3151.03
FISIOTERAPIA,Bahia,4183,3151.03
PEDAGOGIA,Bahia,4004,3151.03
ENGENHARIA CIVIL,Bahia,3489,3151.03
MEDICINA,Bahia,3479,3151.03
ODONTOLOGIA,Bahia,3389,3151.03
FARMÁCIA,Bahia,3381,3151.03
CIÊNCIAS CONTÁBEIS,Bahia,3036,3151.03
NUTRIÇÃO,Bahia,2994,3151.03
EDUCAÇÃO FÍSICA,Bahia,2770,3151.03
GESTÃO DE RECURSOS HUMANOS,Bahia,2051,3151.03
BIOMEDICINA,Bahia,1910,3151.03
ENGENHARIA MECÂNICA,Bahia,1727,3151.03
MEDICINA VETERINÁRIA,Bahia,1658,3151.03
ARQUITETURA E URBANISMO,Bahia,1633,3151.03
ENGENHARIA ELÉTRICA,Bahia,1408,3151.03
ENGENHARIA DE PRODUÇÃO,Bahia,1076,3151.03
CIÊNCIAS BIOLÓGICAS,Bahia,996,3151.03
ESTÉTICA E COSMÉTICA,Bahia,980,3151.03
LOGÍSTICA,Bahia,956,3151.03
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Bahia,885,3151.03
GASTRONOMIA,Bahia,852,3151.03
MATEMÁTICA,Bahia,814,3151.03
HISTÓRIA,Bahia,784,3151.03
SISTEMAS DE INFORMAÇÃO,Bahia,761,3151.03
SERVIÇO SOCIAL,Bahia,741,3151.03
AGRONOMIA,Bahia,707,3151.03
RADIOLOGIA,Bahia,705,3151.03
INTERDISCIPLINAR EM HUMANIDADES,Bahia,682,3151.03
QUÍMICA,Bahia,631,3151.03
GEOGRAFIA,Bahia,589,3151.03
ENGENHARIA DE COMPUTAÇÃO,Bahia,558,3151.03
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Bahia,556,3151.03
CIÊNCIA DA COMPUTAÇÃO,Bahia,477,3151.03
GESTÃO COMERCIAL,Bahia,475,3151.03
INTERDISCIPLINAR EM SAÚDE,Bahia,459,3151.03
JORNALISMO,Bahia,458,3151.03
PUBLICIDADE E PROPAGANDA,Bahia,446,3151.03
ENGENHARIA QUÍMICA,Bahia,445,3151.03
ENGENHARIA AGRONÔMICA,Bahia,438,3151.03
INTERDISCIPLINAR EM ARTES,Bahia,428,3151.03
LETRAS - LÍNGUA PORTUGUESA E LITERATURAS DE LíNGUA PORTUGUESA,Bahia,406,3151.03
DESIGN DE INTERIORES,Bahia,404,3151.03
FÍSICA,Bahia,398,3151.03
INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,Bahia,375,3151.03
FILOSOFIA,Bahia,369,3151.03
CIÊNCIAS ECONÔMICAS,Bahia,361,3151.03
CIÊNCIAS SOCIAIS,Bahia,360,3151.03
HUMANIDADES - BI/LI,Bahia,315,3151.03
CIÊNCIAS EXATAS E TECNOLÓGICAS - BI/LI,Bahia,303,3151.03
DESIGN,Bahia,260,3151.03
ZOOTECNIA,Bahia,249,3151.03
INTERDISCIPLINAR EM CIÊNCIAS,Bahia,241,3151.03
TEOLOGIA,Bahia,223,3151.03
DESIGN DE MODA,Bahia,220,3151.03
FONOAUDIOLOGIA,Bahia,215,3151.03
REDES DE COMPUTADORES,Bahia,208,3151.03
RELAÇÕES INTERNACIONAIS,Bahia,207,3151.03
LETRAS - LÍNGUA PORTUGUESA,Bahia,201,3151.03
COMPUTAÇÃO,Bahia,196,3151.03
INTERDISCIPLINAR EM ENERGIA E SUSTENTABILIDADE,Bahia,190,3151.03
MARKETING,Bahia,189,3151.03
ENGENHARIA DE ALIMENTOS,Bahia,183,3151.03
COMUNICAÇÃO SOCIAL - JORNALISMO,Bahia,174,3151.03
LETRAS - LíNGUA INGLESA E RESPECTIVAS LITERATURAS,Bahia,167,3151.03
BIOLOGIA,Bahia,163,3151.03
CIÊNCIAS DA NATUREZA,Bahia,150,3151.03
GESTÃO DE SEGURANÇA PRIVADA,Bahia,147,3151.03
ENGENHARIA FLORESTAL,Bahia,143,3151.03
GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Bahia,143,3151.03
MÚSICA,Bahia,140,3151.03
GESTÃO FINANCEIRA,Bahia,137,3151.03
ARTES VISUAIS,Bahia,136,3151.03
CINEMA E AUDIOVISUAL,Bahia,132,3151.03
ENGENHARIA SANITÁRIA E AMBIENTAL,Bahia,130,3151.03
SISTEMA DE INFORMAÇÃO,Bahia,113,3151.03
ENGENHARIA AMBIENTAL,Bahia,110,3151.03
GESTÃO DE COOPERATIVAS,Bahia,109,3151.03
LETRAS,Bahia,105,3151.03
INTERDISCIPLINAR EM CIÊNCIAS HUMANAS E SOCIAIS E SUAS TECNOLOGIAS,Bahia,105,3151.03
LETRAS - PORTUGUÊS E INGLÊS,Bahia,98,3151.03
COMUNICAÇÃO E MARKETING,Bahia,98,3151.03
PROCESSOS GERENCIAIS,Bahia,96,3151.03
INTERDISCIPLINAR EM CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,Bahia,96,3151.03
INTERDISCIPLINAR EM ARTES E SUAS TECNOLOGIAS,Bahia,94,3151.03
RELAÇÕES PÚBLICAS,Bahia,93,3151.03
LETRAS - LIBRAS/LÍNGUA ESTRANGEIRA,Bahia,93,3151.03
ENGENHARIA MECATRÔNICA,Bahia,90,3151.03
CIÊNCIAS DA COMPUTAÇÃO,Bahia,89,3151.03
ENGENHARIA SANITARIA E AMBIENTAL,Bahia,89,3151.03
BIOTECNOLOGIA,Bahia,89,3151.03
AGROECOLOGIA,Bahia,89,3151.03
GEOLOGIA,Bahia,88,3151.03
JOGOS DIGITAIS,Bahia,88,3151.03
ENGENHARIA DE PESCA,Bahia,88,3151.03
ARQUIVOLOGIA,Bahia,87,3151.03
"INTERDISCIPLINAR EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO",Bahia,86,3151.03
PEDAGOGIA - EDUCAÇÃO INFANTIL E ANOS INICIAIS DO ENSINO FUNDAMENTAL,Bahia,85,3151.03
INTERDISCIPLINAR EM MATEMÁTICA E COMPUTAÇÃO E SUAS TECNOLOGIAS,Bahia,85,3151.03
CIÊNCIAS AERONÁUTICAS,Bahia,79,3151.03
LETRAS - INGLÊS,Bahia,78,3151.03
INTERDISCIPLINAR EM LINGUAGENS E SUAS TECNOLOGIAS,Bahia,77,3151.03
MUSEOLOGIA,Bahia,75,3151.03
ENGENHARIA AGRÍCOLA E AMBIENTAL,Bahia,74,3151.03
LETRAS - PORTUGUÊS E LITERATURAS DA LÍNGUA PORTUGUESA,Bahia,74,3151.03
EVENTOS,Bahia,71,3151.03
EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA E MATEMÁTICA,Bahia,71,3151.03
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bahia,70,3151.03
ADMINISTRAÇÃO PÚBLICA,Bahia,69,3151.03
