Curso,Estado,NumIngressantes,MediaSalarial
LETRAS - LÍNGUA PORTUGUESA E LÍNGUA FRANCESA,Paraíba,22,2942.85
CINEMA E AUDIOVISUAL,Paraíba,18,2942.85
SERVIÇOS PENAIS,Paraíba,6,2942.85
DIREITO,Pará,7550,3609.28
PEDAGOGIA,Pará,2911,3609.28
ENFERMAGEM,Pará,2868,3609.28
ADMINISTRAÇÃO,Pará,1934,3609.28
PSICOLOGIA,Pará,1758,3609.28
FARMÁCIA,Pará,1723,3609.28
ENGENHARIA CIVIL,Pará,1571,3609.28
FISIOTERAPIA,Pará,1460,3609.28
EDUCAÇÃO FÍSICA,Pará,1374,3609.28
CIÊNCIAS CONTÁBEIS,Pará,1280,3609.28
ODONTOLOGIA,Pará,1261,3609.28
MEDICINA,Pará,1022,3609.28
MATEMÁTICA,Pará,964,3609.28
NUTRIÇÃO,Pará,946,3609.28
CIÊNCIAS BIOLÓGICAS,Pará,805,3609.28
ENGENHARIA MECÂNICA,Pará,737,3609.28
AGRONOMIA,Pará,720,3609.28
HISTÓRIA,Pará,705,3609.28
MEDICINA VETERINÁRIA,Pará,701,3609.28
BIOMEDICINA,Pará,699,3609.28
SERVIÇO SOCIAL,Pará,690,3609.28
ENGENHARIA DE PRODUÇÃO,Pará,677,3609.28
GEOGRAFIA,Pará,665,3609.28
ENGENHARIA ELÉTRICA,Pará,578,3609.28
LETRAS - PORTUGUÊS,Pará,573,3609.28
ARQUITETURA E URBANISMO,Pará,482,3609.28
FÍSICA,Pará,433,3609.28
ENGENHARIA FLORESTAL,Pará,433,3609.28
LETRAS - LÍNGUA PORTUGUESA,Pará,373,3609.28
SISTEMAS DE INFORMAÇÃO,Pará,364,3609.28
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Pará,354,3609.28
LETRAS - INGLÊS,Pará,312,3609.28
GASTRONOMIA,Pará,310,3609.28
CIÊNCIAS NATURAIS,Pará,307,3609.28
GESTÃO DE RECURSOS HUMANOS,Pará,300,3609.28
ENGENHARIA DE COMPUTAÇÃO,Pará,270,3609.28
QUÍMICA,Pará,259,3609.28
ESTÉTICA E COSMÉTICA,Pará,247,3609.28
ZOOTECNIA,Pará,217,3609.28
CIÊNCIAS SOCIAIS,Pará,190,3609.28
BIOLOGIA,Pará,187,3609.28
CIÊNCIA DA COMPUTAÇÃO,Pará,186,3609.28
ENGENHARIA AMBIENTAL,Pará,186,3609.28
REDES DE COMPUTADORES,Pará,183,3609.28
EDUCAÇÃO DO CAMPO,Pará,181,3609.28
TURISMO,Pará,176,3609.28
ENGENHARIA DE PESCA,Pará,167,3609.28
ALIMENTOS,Pará,161,3609.28
FILOSOFIA,Pará,153,3609.28
PUBLICIDADE E PROPAGANDA,Pará,143,3609.28
RADIOLOGIA,Pará,133,3609.28
LETRAS - PORTUGUÊS E INGLÊS,Pará,132,3609.28
SISTEMA DE INFORMAÇÃO,Pará,130,3609.28
TEOLOGIA,Pará,128,3609.28
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Pará,126,3609.28
ARTES VISUAIS,Pará,124,3609.28
ENGENHARIA AMBIENTAL E SANITÁRIA,Pará,122,3609.28
AGROECOLOGIA,Pará,118,3609.28
JORNALISMO,Pará,117,3609.28
GESTÃO AMBIENTAL,Pará,115,3609.28
"LICENCIATURA INTEGRADA EM CIêNCIAS, MATEMáTICA E LINGUAGENS",Pará,113,3609.28
GEOLOGIA,Pará,112,3609.28
ECONOMIA,Pará,111,3609.28
MÚSICA,Pará,107,3609.28
ENGENHARIA DE MATERIAIS,Pará,103,3609.28
TERAPIA OCUPACIONAL,Pará,102,3609.28
INTERDISCIPLINAR EM CIÊNCIAS E TECNOLOGIA DAS ÁGUAS - BI/LI,Pará,102,3609.28
ENGENHARIA SANITÁRIA E AMBIENTAL,Pará,101,3609.28
LETRAS - ESPANHOL,Pará,101,3609.28
ENGENHARIA AMBIENTAL E ENERGIAS RENOVÁVEIS,Pará,100,3609.28
ENGENHARIA QUÍMICA,Pará,94,3609.28
COMPUTAÇÃO,Pará,94,3609.28
BIBLIOTECONOMIA,Pará,90,3609.28
DESIGN GRÁFICO,Pará,87,3609.28
DESIGN DE MODA,Pará,86,3609.28
BIOTECNOLOGIA,Pará,80,3609.28
INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,Pará,80,3609.28
CIÊNCIAS ECONÔMICAS,Pará,79,3609.28
RELAÇÕES INTERNACIONAIS,Pará,79,3609.28
LETRAS - LIBRAS,Pará,78,3609.28
GESTÃO COMERCIAL,Pará,76,3609.28
ENGENHARIA DE ALIMENTOS,Pará,75,3609.28
FONOAUDIOLOGIA,Pará,72,3609.28
DANÇA,Pará,70,3609.28
SAÚDE COLETIVA,Pará,70,3609.28
ENGENHARIA SANITARIA E AMBIENTAL,Pará,66,3609.28
ENGENHARIA DE TELECOMUNICAÇÕES,Pará,65,3609.28
INTERDISCIPLINAR EM SAÚDE,Pará,63,3609.28
DESIGN DE INTERIORES,Pará,59,3609.28
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,Pará,55,3609.28
ENGENHARIA DE EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO,Pará,52,3609.28
GEOPROCESSAMENTO,Pará,49,3609.28
ENGENHARIA AGRÍCOLA,Pará,49,3609.28
COMUNICAÇÃO SOCIAL - JORNALISMO,Pará,48,3609.28
ARQUIVOLOGIA,Pará,48,3609.28
ENGENHARIA DA COMPUTAÇÃO,Pará,48,3609.28
ARQUEOLOGIA,Pará,47,3609.28
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Pará,47,3609.28
CIÊNCIAS DA COMPUTAÇÃO,Pará,46,3609.28
DESENVOLVIMENTO RURAL,Pará,45,3609.28
GEOFISICA,Pará,45,3609.28
ETNODESENVOLVIMENTO,Pará,45,3609.28
DESIGN,Pará,45,3609.28
ENGENHARIA BIOMÉDICA,Pará,44,3609.28
LICENCIATURA INTEGRADA EM MATEMÁTICA E FÍSICA,Pará,43,3609.28
JOGOS DIGITAIS,Pará,43,3609.28
OCEANOGRAFIA,Pará,42,3609.28
GESTÃO PÚBLICA E DESENVOLVIMENTO REGIONAL,Pará,42,3609.28
ESTATÍSTICA,Pará,41,3609.28
INFORMáTICA EDUCACIONAL,Pará,41,3609.28
INTERDISCIPLINAR EM CIÊNCIAS AGRÁRIAS - BI/LI,Pará,41,3609.28
ENGENHARIA DE BIOPROCESSOS,Pará,40,3609.28
GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Pará,40,3609.28
ENGENHARIA DE MINAS,Pará,39,3609.28
ENGENHARIA DE MINAS E MEIO AMBIENTE,Pará,39,3609.28
SECRETARIADO EXECUTIVO TRILÍNGUE,Pará,39,3609.28
GESTÃO PÚBLICA,Pará,38,3609.28
INFORMÁTICA,Pará,38,3609.28
COMÉRCIO EXTERIOR,Pará,38,3609.28
METEOROLOGIA,Pará,37,3609.28
TEATRO,Pará,37,3609.28
ENGENHARIA DE AQUICULTURA,Pará,37,3609.28
MODA,Pará,35,3609.28
CIÊNCIAS DA RELIGIÃO,Pará,35,3609.28
MUSEOLOGIA,Pará,34,3609.28
GESTÃO HOSPITALAR,Pará,34,3609.28
AUTOMAÇÃO INDUSTRIAL,Pará,34,3609.28
PRODUÇÃO MULTIMÍDIA,Pará,33,3609.28
LETRAS - FRANCÊS,Pará,32,3609.28
ENGENHARIA NAVAL,Pará,32,3609.28
QUÍMICA INDUSTRIAL,Pará,32,3609.28
ANTROPOLOGIA,Pará,32,3609.28
CINEMA E AUDIOVISUAL,Pará,30,3609.28
LOGÍSTICA,Pará,30,3609.28
SANEAMENTO AMBIENTAL,Pará,30,3609.28
CONSERVAÇÃO E RESTAURO,Pará,29,3609.28
LETRAS - ALEMÃO,Pará,29,3609.28
CIÊNCIAS ATMOSFÉRICAS,Pará,29,3609.28
GEOFÍSICA,Pará,27,3609.28
ENGENHARIA FERROVIÁRIA E LOGÍSTICA,Pará,26,3609.28
INTERDISCIPLINAR EM CIÊNCIAS DA TERRA - BI/LI,Pará,26,3609.28
ELETROTÉCNICA INDUSTRIAL,Pará,25,3609.28
MANUTENÇÃO INDUSTRIAL,Pará,18,3609.28
ENGENHARIA FÍSICA,Pará,17,3609.28
PROCESSOS GERENCIAIS,Pará,11,3609.28
COMUNICAÇÃO SOCIAL,Pará,6,3609.28
MARKETING,Pará,5,3609.28
SEGURANÇA NO TRABALHO,Pará,4,3609.28
SEGURANÇA DA INFORMAÇÃO,Pará,4,3609.28
DIREITO,Pernambuco,9655,3185.72
ADMINISTRAÇÃO,Pernambuco,5322,3185.72
PSICOLOGIA,Pernambuco,4016,3185.72
PEDAGOGIA,Pernambuco,3892,3185.72
ENFERMAGEM,Pernambuco,3737,3185.72
EDUCAÇÃO FÍSICA,Pernambuco,3310,3185.72
FISIOTERAPIA,Pernambuco,3148,3185.72
CIÊNCIAS CONTÁBEIS,Pernambuco,2661,3185.72
FARMÁCIA,Pernambuco,2351,3185.72
NUTRIÇÃO,Pernambuco,2045,3185.72
ENGENHARIA CIVIL,Pernambuco,1972,3185.72
MEDICINA,Pernambuco,1835,3185.72
GESTÃO DE RECURSOS HUMANOS,Pernambuco,1742,3185.72
CIÊNCIAS BIOLÓGICAS,Pernambuco,1507,3185.72
ODONTOLOGIA,Pernambuco,1485,3185.72
CIÊNCIA DA COMPUTAÇÃO,Pernambuco,1253,3185.72
LOGÍSTICA,Pernambuco,1204,3185.72
ARQUITETURA E URBANISMO,Pernambuco,1186,3185.72
GASTRONOMIA,Pernambuco,1012,3185.72
ENGENHARIA MECÂNICA,Pernambuco,950,3185.72
ENGENHARIA DE PRODUÇÃO,Pernambuco,907,3185.72
MATEMÁTICA,Pernambuco,850,3185.72
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Pernambuco,818,3185.72
BIOMEDICINA,Pernambuco,784,3185.72
SERVIÇO SOCIAL,Pernambuco,765,3185.72
ESTÉTICA E COSMÉTICA,Pernambuco,749,3185.72
HISTÓRIA,Pernambuco,746,3185.72
ENGENHARIA ELÉTRICA,Pernambuco,680,3185.72
QUÍMICA,Pernambuco,673,3185.72
MARKETING,Pernambuco,585,3185.72
MEDICINA VETERINÁRIA,Pernambuco,579,3185.72
FÍSICA,Pernambuco,549,3185.72
CIÊNCIAS ECONÔMICAS,Pernambuco,522,3185.72
GEOGRAFIA,Pernambuco,498,3185.72
LETRAS - PORTUGUÊS E INGLÊS,Pernambuco,474,3185.72
AGRONOMIA,Pernambuco,429,3185.72
SISTEMAS DE INFORMAÇÃO,Pernambuco,374,3185.72
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Pernambuco,370,3185.72
PROCESSOS GERENCIAIS,Pernambuco,363,3185.72
CIÊNCIAS SOCIAIS,Pernambuco,343,3185.72
DESIGN,Pernambuco,317,3185.72
GESTÃO COMERCIAL,Pernambuco,316,3185.72
ZOOTECNIA,Pernambuco,299,3185.72
JORNALISMO,Pernambuco,286,3185.72
LETRAS,Pernambuco,272,3185.72
COMPUTAÇÃO,Pernambuco,268,3185.72
DESIGN DE INTERIORES,Pernambuco,263,3185.72
LETRAS - PORTUGUÊS E ESPANHOL,Pernambuco,260,3185.72
SISTEMA DE INFORMAÇÃO,Pernambuco,243,3185.72
ADMINISTRAÇÃO DE EMPRESAS,Pernambuco,239,3185.72
RADIOLOGIA,Pernambuco,232,3185.72
DESIGN GRÁFICO,Pernambuco,226,3185.72
PRODUÇÃO PUBLICITÁRIA,Pernambuco,219,3185.72
DESIGN DE MODA,Pernambuco,205,3185.72
ENGENHARIA DA COMPUTAÇÃO,Pernambuco,192,3185.72
TEOLOGIA,Pernambuco,192,3185.72
FILOSOFIA,Pernambuco,178,3185.72
REDES DE COMPUTADORES,Pernambuco,175,3185.72
GESTÃO PÚBLICA,Pernambuco,171,3185.72
GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Pernambuco,166,3185.72
ENGENHARIA ELETRÔNICA,Pernambuco,162,3185.72
ENGENHARIA DE PESCA,Pernambuco,162,3185.72
GESTÃO DE TURISMO,Pernambuco,160,3185.72
LETRAS - INGLÊS,Pernambuco,156,3185.72
ENGENHARIA DE COMPUTAÇÃO,Pernambuco,153,3185.72
ENGENHARIA DE MATERIAIS,Pernambuco,152,3185.72
CIÊNCIAS DA NATUREZA,Pernambuco,150,3185.72
ENGENHARIA QUÍMICA,Pernambuco,147,3185.72
ENGENHARIA AGRÍCOLA E AMBIENTAL,Pernambuco,138,3185.72
GESTÃO AMBIENTAL,Pernambuco,133,3185.72
ALIMENTOS,Pernambuco,132,3185.72
ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Pernambuco,128,3185.72
GESTÃO DA QUALIDADE,Pernambuco,126,3185.72
SECRETARIADO EXECUTIVO,Pernambuco,119,3185.72
OPTOMETRIA,Pernambuco,116,3185.72
GESTÃO FINANCEIRA,Pernambuco,113,3185.72
ENGENHARIA AGRONÔMICA,Pernambuco,111,3185.72
MÚSICA,Pernambuco,111,3185.72
PEDAGOGIA - DOCENCIA DA EDUCAçãO INFANTIL/ADMINISTRAçãO EDUCACIONAL,Pernambuco,110,3185.72
FOTOGRAFIA,Pernambuco,109,3185.72
ENGENHARIA DE ALIMENTOS,Pernambuco,104,3185.72
FONOAUDIOLOGIA,Pernambuco,104,3185.72
ARTES VISUAIS,Pernambuco,97,3185.72
LETRAS - PORTUGUÊS,Pernambuco,92,3185.72
RELAÇÕES INTERNACIONAIS,Pernambuco,92,3185.72
ENGENHARIA ELÉTRICA - ELETROTÉCNICA,Pernambuco,92,3185.72
COMUNICAÇÃO SOCIAL - JORNALISMO,Pernambuco,90,3185.72
TURISMO,Pernambuco,89,3185.72
CINEMA E AUDIOVISUAL,Pernambuco,86,3185.72
SAÚDE COLETIVA,Pernambuco,86,3185.72
ENGENHARIA AMBIENTAL,Pernambuco,86,3185.72
ENGENHARIA FLORESTAL,Pernambuco,85,3185.72
SISTEMAS PARA INTERNET,Pernambuco,82,3185.72
CIÊNCIAS DO CONSUMO,Pernambuco,81,3185.72
AGROECOLOGIA,Pernambuco,80,3185.72
CIÊNCIAS BIOLÓGICAS - ÊNFASE EM CIÊNCIAS AMBIENTAIS,Pernambuco,76,3185.72
JOGOS DIGITAIS,Pernambuco,74,3185.72
CIÊNCIA POLÍTICA,Pernambuco,73,3185.72
PRODUÇÃO AUDIOVISUAL,Pernambuco,71,3185.72
BIOLOGIA,Pernambuco,68,3185.72
HOTELARIA,Pernambuco,66,3185.72
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,Pernambuco,61,3185.72
AUTOMAÇÃO INDUSTRIAL,Pernambuco,61,3185.72
LETRAS - ESPANHOL,Pernambuco,60,3185.72
BIBLIOTECONOMIA,Pernambuco,58,3185.72
ENGENHARIA DE SOFTWARE,Pernambuco,57,3185.72
GESTÃO DA INFORMAÇÃO,Pernambuco,54,3185.72
LETRAS - LÍNGUA PORTUGUESA,Pernambuco,54,3185.72
GESTÃO DA PRODUÇÃO INDUSTRIAL,Pernambuco,48,3185.72
ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,Pernambuco,48,3185.72
PUBLICIDADE E PROPAGANDA,Pernambuco,47,3185.72
COMÉRCIO EXTERIOR,Pernambuco,46,3185.72
ENGENHARIA ELÉTRICA - ELETRÔNICA,Pernambuco,43,3185.72
ARQUEOLOGIA E PRESERVAÇÃO PATRIMONIAL,Pernambuco,40,3185.72
ECOLOGIA,Pernambuco,40,3185.72
COMUNICAÇÃO SOCIAL,Pernambuco,40,3185.72
QUÍMICA INDUSTRIAL,Pernambuco,40,3185.72
ANTROPOLOGIA,Pernambuco,39,3185.72
GEOLOGIA,Pernambuco,38,3185.72
CIÊNCIAS AERONÁUTICAS,Pernambuco,37,3185.72
TERAPIA OCUPACIONAL,Pernambuco,36,3185.72
VITICULTURA E ENOLOGIA,Pernambuco,35,3185.72
TEATRO,Pernambuco,34,3185.72
ENGENHARIA DE TELECOMUNICAÇÕES,Pernambuco,34,3185.72
ARQUEOLOGIA,Pernambuco,31,3185.72
DANÇA,Pernambuco,30,3185.72
LETRAS - LIBRAS,Pernambuco,30,3185.72
ESTATÍSTICA,Pernambuco,30,3185.72
EXPRESSÃO GRÁFICA,Pernambuco,30,3185.72
ESTUDOS DE MÍDIA,Pernambuco,30,3185.72
CIÊNCIAS ATUARIAIS,Pernambuco,29,3185.72
PRODUÇÃO FONOGRÁFICA,Pernambuco,28,3185.72
MUSEOLOGIA,Pernambuco,26,3185.72
ENGENHARIA MECATRÔNICA,Pernambuco,22,3185.72
ENGENHARIA DE ENERGIA,Pernambuco,20,3185.72
OCEANOGRAFIA,Pernambuco,20,3185.72
ENGENHARIA NAVAL,Pernambuco,19,3185.72
ENGENHARIA BIOMÉDICA,Pernambuco,18,3185.72
FÍSICA DE MATERIAIS,Pernambuco,16,3185.72
MúSICA - INSTRUMENTO,Pernambuco,15,3185.72
LETRAS - FRANCÊS,Pernambuco,15,3185.72
MECATRÔNICA INDUSTRIAL,Pernambuco,13,3185.72
ENGENHARIA DE MINAS,Pernambuco,12,3185.72
ENGENHARIA AMBIENTAL E SANITÁRIA,Pernambuco,9,3185.72
COMUNICAÇÃO SOCIAL - RÁDIO E TELEVISÃO,Pernambuco,6,3185.72
GESTÃO DE PRODUÇÃO INDUSTRIAL,Pernambuco,5,3185.72
DIREITO,Piauí,4612,3105.65
PEDAGOGIA,Piauí,2052,3105.65
ENFERMAGEM,Piauí,2022,3105.65
ADMINISTRAÇÃO,Piauí,1520,3105.65
PSICOLOGIA,Piauí,1270,3105.65
EDUCAÇÃO FÍSICA,Piauí,1258,3105.65
MEDICINA,Piauí,1204,3105.65
CIÊNCIAS CONTÁBEIS,Piauí,1034,3105.65
ENGENHARIA CIVIL,Piauí,996,3105.65
CIÊNCIAS BIOLÓGICAS,Piauí,966,3105.65
ODONTOLOGIA,Piauí,897,3105.65
FISIOTERAPIA,Piauí,786,3105.65
ARQUITETURA E URBANISMO,Piauí,746,3105.65
FARMÁCIA,Piauí,739,3105.65
MATEMÁTICA,Piauí,738,3105.65
NUTRIÇÃO,Piauí,683,3105.65
FÍSICA,Piauí,496,3105.65
QUÍMICA,Piauí,426,3105.65
HISTÓRIA,Piauí,390,3105.65
ENGENHARIA AGRONÔMICA,Piauí,343,3105.65
CIÊNCIA DA COMPUTAÇÃO,Piauí,341,3105.65
RADIOLOGIA,Piauí,312,3105.65
ZOOTECNIA,Piauí,268,3105.65
GEOGRAFIA,Piauí,265,3105.65
ENGENHARIA ELÉTRICA,Piauí,264,3105.65
ENGENHARIA MECÂNICA,Piauí,259,3105.65
CIÊNCIAS DA NATUREZA,Piauí,254,3105.65
ESTÉTICA E COSMÉTICA,Piauí,248,3105.65
LETRAS - PORTUGUÊS,Piauí,245,3105.65
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Piauí,226,3105.65
SERVIÇO SOCIAL,Piauí,213,3105.65
MEDICINA VETERINÁRIA,Piauí,206,3105.65
ENGENHARIA DE PRODUÇÃO,Piauí,201,3105.65
BIOMEDICINA,Piauí,192,3105.65
CIÊNCIAS SOCIAIS,Piauí,190,3105.65
SISTEMAS DE INFORMAÇÃO,Piauí,171,3105.65
DESIGN DE INTERIORES,Piauí,165,3105.65
EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA,Piauí,162,3105.65
DESIGN DE MODA,Piauí,146,3105.65
GASTRONOMIA,Piauí,135,3105.65
LETRAS - LÍNGUA PORTUGUESA,Piauí,134,3105.65
LETRAS - INGLÊS,Piauí,132,3105.65
JORNALISMO,Piauí,127,3105.65
TURISMO,Piauí,121,3105.65
FILOSOFIA,Piauí,114,3105.65
CIÊNCIAS ECONÔMICAS,Piauí,112,3105.65
GESTÃO DE RECURSOS HUMANOS,Piauí,104,3105.65
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Piauí,92,3105.65
ENGENHARIA DE PESCA,Piauí,91,3105.65
GESTÃO AMBIENTAL,Piauí,87,3105.65
AGRONOMIA,Piauí,84,3105.65
ENGENHARIA DE MATERIAIS,Piauí,73,3105.65
"MODA, DESIGN E ESTILISMO",Piauí,72,3105.65
ARTES VISUAIS,Piauí,70,3105.65
ENGENHARIA FLORESTAL,Piauí,66,3105.65
TEOLOGIA,Piauí,65,3105.65
FONOAUDIOLOGIA,Piauí,60,3105.65
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,Piauí,56,3105.65
EDUCAÇÃO DO CAMPO - CIÊNCIAS HUMANAS E SOCIAIS,Piauí,54,3105.65
ESTATÍSTICA,Piauí,52,3105.65
ENGENHARIA DE COMPUTAÇÃO,Piauí,51,3105.65
ENGENHARIA AGRÍCOLA E AMBIENTAL,Piauí,50,3105.65
COMPUTAÇÃO,Piauí,49,3105.65
LETRAS - PORTUGUÊS E FRANCÊS,Piauí,48,3105.65
SECRETARIADO,Piauí,47,3105.65
GEOPROCESSAMENTO,Piauí,41,3105.65
PROCESSOS GERENCIAIS,Piauí,41,3105.65
ALIMENTOS,Piauí,41,3105.65
AGROECOLOGIA,Piauí,40,3105.65
ARQUEOLOGIA E PRESERVAÇÃO PATRIMONIAL,Piauí,40,3105.65
ECOLOGIA,Piauí,40,3105.65
ANTROPOLOGIA,Piauí,39,3105.65
CIÊNCIA POLÍTICA,Piauí,39,3105.65
BIBLIOTECONOMIA,Piauí,38,3105.65
SISTEMA DE INFORMAÇÃO,Piauí,38,3105.65
DESIGN GRÁFICO,Piauí,33,3105.65
ARQUEOLOGIA,Piauí,32,3105.65
LETRAS - LIBRAS,Piauí,29,3105.65
TERAPIA OCUPACIONAL,Piauí,26,3105.65
MÚSICA,Piauí,24,3105.65
ENGENHARIA DE SOFTWARE,Piauí,15,3105.65
LOGÍSTICA,Piauí,15,3105.65
LETRAS - ESPANHOL,Piauí,10,3105.65
LETRAS - PORTUGUÊS E INGLÊS,Piauí,4,3105.65
DIREITO,Rio Grande do Norte,3624,3250.23
INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,Rio Grande do Norte,2582,3250.23
PEDAGOGIA,Rio Grande do Norte,1819,3250.23
ADMINISTRAÇÃO,Rio Grande do Norte,1643,3250.23
PSICOLOGIA,Rio Grande do Norte,1429,3250.23
CIÊNCIAS CONTÁBEIS,Rio Grande do Norte,1412,3250.23
ENFERMAGEM,Rio Grande do Norte,1395,3250.23
EDUCAÇÃO FÍSICA,Rio Grande do Norte,1004,3250.23
FISIOTERAPIA,Rio Grande do Norte,925,3250.23
MEDICINA,Rio Grande do Norte,744,3250.23
FARMÁCIA,Rio Grande do Norte,688,3250.23
ODONTOLOGIA,Rio Grande do Norte,685,3250.23
NUTRIÇÃO,Rio Grande do Norte,569,3250.23
ENGENHARIA CIVIL,Rio Grande do Norte,535,3250.23
GEOGRAFIA,Rio Grande do Norte,448,3250.23
GESTÃO DE RECURSOS HUMANOS,Rio Grande do Norte,435,3250.23
SERVIÇO SOCIAL,Rio Grande do Norte,434,3250.23
MATEMÁTICA,Rio Grande do Norte,417,3250.23
GASTRONOMIA,Rio Grande do Norte,416,3250.23
LETRAS - LÍNGUA PORTUGUESA,Rio Grande do Norte,372,3250.23
HISTÓRIA,Rio Grande do Norte,351,3250.23
TECNOLOGIA DA INFORMAÇÃO,Rio Grande do Norte,351,3250.23
MEDICINA VETERINÁRIA,Rio Grande do Norte,334,3250.23
QUÍMICA,Rio Grande do Norte,334,3250.23
ARQUITETURA E URBANISMO,Rio Grande do Norte,321,3250.23
FÍSICA,Rio Grande do Norte,315,3250.23
CIÊNCIAS ECONÔMICAS,Rio Grande do Norte,315,3250.23
BIOMEDICINA,Rio Grande do Norte,289,3250.23
CIÊNCIAS BIOLÓGICAS,Rio Grande do Norte,286,3250.23
ENGENHARIA ELÉTRICA,Rio Grande do Norte,285,3250.23
ESTÉTICA E COSMÉTICA,Rio Grande do Norte,281,3250.23
ENGENHARIA DE PRODUÇÃO,Rio Grande do Norte,256,3250.23
ENGENHARIA MECÂNICA,Rio Grande do Norte,235,3250.23
TURISMO,Rio Grande do Norte,228,3250.23
LETRAS - LINGUA ESPANHOLA,Rio Grande do Norte,192,3250.23
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Rio Grande do Norte,192,3250.23
GESTÃO AMBIENTAL,Rio Grande do Norte,171,3250.23
MARKETING,Rio Grande do Norte,163,3250.23
SISTEMAS DE INFORMAÇÃO,Rio Grande do Norte,163,3250.23
FILOSOFIA,Rio Grande do Norte,163,3250.23
INTERDISCIPLINAR EM TECNOLOGIA DA INFORMAÇÃO - BI/LI,Rio Grande do Norte,163,3250.23
REDES DE COMPUTADORES,Rio Grande do Norte,156,3250.23
CIÊNCIAS SOCIAIS,Rio Grande do Norte,155,3250.23
GESTÃO PÚBLICA,Rio Grande do Norte,152,3250.23
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Rio Grande do Norte,148,3250.23
DESIGN DE MODA,Rio Grande do Norte,140,3250.23
LETRAS - PORTUGUÊS,Rio Grande do Norte,139,3250.23
ECOLOGIA,Rio Grande do Norte,137,3250.23
CIÊNCIA DA COMPUTAÇÃO,Rio Grande do Norte,135,3250.23
JORNALISMO,Rio Grande do Norte,129,3250.23
GESTÃO COMERCIAL,Rio Grande do Norte,129,3250.23
LETRAS - LíNGUA INGLESA,Rio Grande do Norte,126,3250.23
DESIGN GRÁFICO,Rio Grande do Norte,125,3250.23
AGRONOMIA,Rio Grande do Norte,125,3250.23
GESTÃO DE POLÍTICAS PÚBLICAS,Rio Grande do Norte,121,3250.23
DESIGN DE INTERIORES,Rio Grande do Norte,115,3250.23
LETRAS - INGLÊS,Rio Grande do Norte,111,3250.23
ENGENHARIA QUÍMICA,Rio Grande do Norte,101,3250.23
INTERDISCIPLINAR EM EDUCAÇÃO NO CAMPO,Rio Grande do Norte,99,3250.23
GESTÃO HOSPITALAR,Rio Grande do Norte,98,3250.23
ZOOTECNIA,Rio Grande do Norte,94,3250.23
ENGENHARIA FLORESTAL,Rio Grande do Norte,90,3250.23
FONOAUDIOLOGIA,Rio Grande do Norte,89,3250.23
COMUNICAÇÃO SOCIAL - AUDIOVISUAL,Rio Grande do Norte,88,3250.23
MÚSICA,Rio Grande do Norte,87,3250.23
LOGÍSTICA,Rio Grande do Norte,85,3250.23
INFORMÁTICA,Rio Grande do Norte,77,3250.23
BIBLIOTECONOMIA,Rio Grande do Norte,77,3250.23
SISTEMAS PARA INTERNET,Rio Grande do Norte,73,3250.23
ENGENHARIA TÊXTIL,Rio Grande do Norte,70,3250.23
ENGENHARIA DA COMPUTAÇÃO,Rio Grande do Norte,67,3250.23
ENGENHARIA AMBIENTAL,Rio Grande do Norte,62,3250.23
PUBLICIDADE E PROPAGANDA,Rio Grande do Norte,61,3250.23
RADIOLOGIA,Rio Grande do Norte,60,3250.23
ENGENHARIA DE PETRÓLEO,Rio Grande do Norte,58,3250.23
ESTATÍSTICA,Rio Grande do Norte,56,3250.23
SAÚDE COLETIVA,Rio Grande do Norte,55,3250.23
ENGENHARIA DE COMPUTAÇÃO,Rio Grande do Norte,53,3250.23
CIÊNCIAS DA RELIGIÃO,Rio Grande do Norte,53,3250.23
ENGENHARIA AGRÍCOLA E AMBIENTAL,Rio Grande do Norte,53,3250.23
ENGENHARIA DE PESCA,Rio Grande do Norte,52,3250.23
BIOTECNOLOGIA,Rio Grande do Norte,51,3250.23
PRODUÇÃO AUDIOVISUAL,Rio Grande do Norte,50,3250.23
COMPUTAÇÃO E INFORMÁTICA,Rio Grande do Norte,50,3250.23
LETRAS - PORTUGUÊS E INGLÊS,Rio Grande do Norte,50,3250.23
RELAÇÕES INTERNACIONAIS,Rio Grande do Norte,49,3250.23
