Area,Setor,Municipio,Empregados
"Engenharia, produção e construção",Agropecuária,Panorama,137
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Panorama,137
"Engenharia, produção e construção",Construção,Espírito Santo do Pinhal,136
"Negócios, administração e direito",Comércio,Narandiba,136
Serviços,Comércio,Narandiba,136
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Narandiba,136
"Ciências naturais, matemática e estatística",Comércio,Narandiba,136
"Engenharia, produção e construção",Construção,Iperó,135
"Ciências naturais, matemática e estatística",Indústria,Macatuba,135
"Agricultura, silvicultura, pesca e veterinária",Indústria,Macatuba,135
"Engenharia, produção e construção",Indústria,Macatuba,135
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Macatuba,135
"Ciências naturais, matemática e estatística",Indústria,Guzolândia,135
"Agricultura, silvicultura, pesca e veterinária",Indústria,Guzolândia,135
"Engenharia, produção e construção",Indústria,Guzolândia,135
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Guzolândia,135
"Negócios, administração e direito",Comércio,São José da Bela Vista,134
Serviços,Comércio,São José da Bela Vista,134
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,São José da Bela Vista,134
"Ciências naturais, matemática e estatística",Comércio,São José da Bela Vista,134
"Ciências naturais, matemática e estatística",Indústria,Canitar,134
"Agricultura, silvicultura, pesca e veterinária",Indústria,Canitar,134
"Engenharia, produção e construção",Indústria,Canitar,134
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Canitar,134
"Engenharia, produção e construção",Agropecuária,Araras,134
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Araras,134
Educação,Serviços,São Francisco,134
Serviços,Serviços,São Francisco,134
Saúde e bem-estar,Serviços,São Francisco,134
"Agricultura, silvicultura, pesca e veterinária",Serviços,São Francisco,134
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,São Francisco,134
"Ciências naturais, matemática e estatística",Serviços,São Francisco,134
"Negócios, administração e direito",Serviços,São Francisco,134
"Ciências sociais, comunicação e informação",Serviços,São Francisco,134
Artes e humanidades,Serviços,São Francisco,134
"Engenharia, produção e construção",Agropecuária,Álvares Florence,134
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Álvares Florence,134
"Negócios, administração e direito",Comércio,Santa Cruz da Conceição,133
Serviços,Comércio,Santa Cruz da Conceição,133
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Santa Cruz da Conceição,133
"Ciências naturais, matemática e estatística",Comércio,Santa Cruz da Conceição,133
"Ciências naturais, matemática e estatística",Indústria,Bom Sucesso de Itararé,133
"Agricultura, silvicultura, pesca e veterinária",Indústria,Bom Sucesso de Itararé,133
"Engenharia, produção e construção",Indústria,Bom Sucesso de Itararé,133
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Bom Sucesso de Itararé,133
"Negócios, administração e direito",Comércio,Guatapará,133
Serviços,Comércio,Guatapará,133
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Guatapará,133
"Ciências naturais, matemática e estatística",Comércio,Guatapará,133
"Engenharia, produção e construção",Construção,Sales Oliveira,133
"Ciências naturais, matemática e estatística",Indústria,Ilhabela,133
"Agricultura, silvicultura, pesca e veterinária",Indústria,Ilhabela,133
"Engenharia, produção e construção",Indústria,Ilhabela,133
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Ilhabela,133
"Negócios, administração e direito",Comércio,Rubinéia,132
Serviços,Comércio,Rubinéia,132
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Rubinéia,132
"Ciências naturais, matemática e estatística",Comércio,Rubinéia,132
"Negócios, administração e direito",Comércio,Taiaçu,132
Serviços,Comércio,Taiaçu,132
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Taiaçu,132
"Ciências naturais, matemática e estatística",Comércio,Taiaçu,132
"Engenharia, produção e construção",Agropecuária,Sabino,131
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Sabino,131
"Ciências naturais, matemática e estatística",Indústria,Campos Novos Paulista,130
"Agricultura, silvicultura, pesca e veterinária",Indústria,Campos Novos Paulista,130
"Engenharia, produção e construção",Indústria,Campos Novos Paulista,130
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Campos Novos Paulista,130
"Engenharia, produção e construção",Agropecuária,Nantes,130
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Nantes,130
"Engenharia, produção e construção",Construção,Miguelópolis,129
"Engenharia, produção e construção",Construção,Guararema,129
"Ciências naturais, matemática e estatística",Indústria,Ribeirão Corrente,129
"Agricultura, silvicultura, pesca e veterinária",Indústria,Ribeirão Corrente,129
"Engenharia, produção e construção",Indústria,Ribeirão Corrente,129
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Ribeirão Corrente,129
"Engenharia, produção e construção",Construção,Quatá,129
"Engenharia, produção e construção",Agropecuária,Jumirim,129
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Jumirim,129
"Engenharia, produção e construção",Agropecuária,Lutécia,129
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Lutécia,129
"Engenharia, produção e construção",Agropecuária,Itu,128
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Itu,128
"Engenharia, produção e construção",Agropecuária,Ibirarema,128
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Ibirarema,128
"Negócios, administração e direito",Comércio,Lagoinha,128
Serviços,Comércio,Lagoinha,128
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Lagoinha,128
"Ciências naturais, matemática e estatística",Comércio,Lagoinha,128
"Engenharia, produção e construção",Agropecuária,Trabiju,128
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Trabiju,128
"Engenharia, produção e construção",Agropecuária,Aramina,128
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Aramina,128
"Engenharia, produção e construção",Construção,Junqueirópolis,127
"Ciências naturais, matemática e estatística",Indústria,Brodowski,127
"Agricultura, silvicultura, pesca e veterinária",Indústria,Brodowski,127
"Engenharia, produção e construção",Indústria,Brodowski,127
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Brodowski,127
"Ciências naturais, matemática e estatística",Indústria,Dirce Reis,127
"Agricultura, silvicultura, pesca e veterinária",Indústria,Dirce Reis,127
"Engenharia, produção e construção",Indústria,Dirce Reis,127
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Dirce Reis,127
"Negócios, administração e direito",Comércio,Arandu,127
Serviços,Comércio,Arandu,127
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Arandu,127
"Ciências naturais, matemática e estatística",Comércio,Arandu,127
"Engenharia, produção e construção",Agropecuária,Tapiraí,127
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Tapiraí,127
"Engenharia, produção e construção",Construção,Maracaí,127
"Engenharia, produção e construção",Agropecuária,Taiúva,127
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Taiúva,127
"Negócios, administração e direito",Comércio,São Pedro do Turvo,126
Serviços,Comércio,São Pedro do Turvo,126
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,São Pedro do Turvo,126
"Ciências naturais, matemática e estatística",Comércio,São Pedro do Turvo,126
"Engenharia, produção e construção",Agropecuária,Caraguatatuba,126
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Caraguatatuba,126
"Negócios, administração e direito",Comércio,Paulo de Faria,126
Serviços,Comércio,Paulo de Faria,126
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Paulo de Faria,126
"Ciências naturais, matemática e estatística",Comércio,Paulo de Faria,126
"Negócios, administração e direito",Comércio,Gabriel Monteiro,126
Serviços,Comércio,Gabriel Monteiro,126
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Gabriel Monteiro,126
"Ciências naturais, matemática e estatística",Comércio,Gabriel Monteiro,126
"Engenharia, produção e construção",Construção,Angatuba,126
"Engenharia, produção e construção",Construção,Clementina,126
"Engenharia, produção e construção",Construção,Panorama,125
"Negócios, administração e direito",Comércio,Euclides da Cunha Paulista,125
Serviços,Comércio,Euclides da Cunha Paulista,125
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Euclides da Cunha Paulista,125
"Ciências naturais, matemática e estatística",Comércio,Euclides da Cunha Paulista,125
"Negócios, administração e direito",Comércio,Rio das Pedras,125
Serviços,Comércio,Rio das Pedras,125
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Rio das Pedras,125
"Ciências naturais, matemática e estatística",Comércio,Rio das Pedras,125
"Engenharia, produção e construção",Construção,Rio das Pedras,125
"Engenharia, produção e construção",Agropecuária,Óleo,125
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Óleo,125
"Ciências naturais, matemática e estatística",Indústria,Três Fronteiras,125
"Agricultura, silvicultura, pesca e veterinária",Indústria,Três Fronteiras,125
"Engenharia, produção e construção",Indústria,Três Fronteiras,125
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Três Fronteiras,125
"Negócios, administração e direito",Comércio,Lavínia,123
Serviços,Comércio,Lavínia,123
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Lavínia,123
"Ciências naturais, matemática e estatística",Comércio,Lavínia,123
"Engenharia, produção e construção",Construção,Orindiúva,123
"Negócios, administração e direito",Comércio,Guarantã,122
Serviços,Comércio,Guarantã,122
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Guarantã,122
"Ciências naturais, matemática e estatística",Comércio,Guarantã,122
"Negócios, administração e direito",Comércio,Ipiguá,121
Serviços,Comércio,Ipiguá,121
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Ipiguá,121
"Ciências naturais, matemática e estatística",Comércio,Ipiguá,121
"Engenharia, produção e construção",Agropecuária,Palmeira d'Oeste,121
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Palmeira d'Oeste,121
"Negócios, administração e direito",Comércio,Mombuca,121
Serviços,Comércio,Mombuca,121
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Mombuca,121
"Ciências naturais, matemática e estatística",Comércio,Mombuca,121
"Ciências naturais, matemática e estatística",Indústria,Pedra Bela,121
"Agricultura, silvicultura, pesca e veterinária",Indústria,Pedra Bela,121
"Engenharia, produção e construção",Indústria,Pedra Bela,121
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Pedra Bela,121
"Engenharia, produção e construção",Agropecuária,Potirendaba,121
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Potirendaba,121
"Engenharia, produção e construção",Agropecuária,Macaubal,120
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Macaubal,120
"Engenharia, produção e construção",Agropecuária,Igaratá,120
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Igaratá,120
"Ciências naturais, matemática e estatística",Indústria,Lupércio,120
"Agricultura, silvicultura, pesca e veterinária",Indústria,Lupércio,120
